PROBEID	LowvsGlass_FC	LowvsGlass_pval
11761974_at	-1.019890333	0.62976315
11737079_a_at	-1.017120378	0.629819046
11745257_a_at	1.06028714	0.629858979
11721081_at	1.023886863	0.629904402
11753155_x_at	-1.027448327	0.629964742
11741483_a_at	-1.018572881	0.630017704
11744123_at	1.018254403	0.630031528
11734840_x_at	1.014814842	0.630073399
11715437_at	-1.02219042	0.630212061
11735000_at	1.018965076	0.630223773
11723934_a_at	-1.023145262	0.630267713
11730174_at	-1.02415853	0.630321708
11724315_a_at	1.018137169	0.630346409
11748510_a_at	1.021671723	0.630375989
11748016_a_at	1.014792735	0.630414669
11749759_a_at	1.022643615	0.630514315
11731625_at	1.027535174	0.630609252
11753300_x_at	1.012954175	0.630613736
11734498_a_at	1.020788185	0.630640656
11717975_a_at	-1.018874968	0.630659769
11749316_a_at	-1.017325196	0.63070088
11735275_at	-1.018754345	0.630719546
11760371_at	1.03097376	0.630725467
11761984_at	1.020897169	0.63074381
11757596_s_at	-1.031400089	0.630795818
11723949_a_at	1.016683508	0.630811566
11721869_at	-1.014517461	0.630977677
11761924_at	1.016402631	0.630988053
11733762_a_at	1.02239404	0.631003282
11762901_at	1.022171826	0.631052672
11731218_at	-1.019994379	0.631110758
11719621_x_at	-1.021893202	0.631205861
11761730_a_at	-1.02948277	0.631229213
11716861_s_at	-1.012865334	0.631247837
11719577_a_at	1.021346327	0.631342749
11743003_a_at	1.021656987	0.631383298
ERCC-00117-01_at	1.012829511	0.631391345
11726585_at	-1.021110735	0.631404277
11759849_at	-1.026751008	0.631429805
11719775_at	-1.019517689	0.631499665
11735608_s_at	1.020419196	0.631500417
11743537_a_at	-1.019322007	0.631507832
11728127_at	-1.022004294	0.631540437
11761842_at	1.023727555	0.63155189
11741781_a_at	-1.023945226	0.631612574
11743768_a_at	1.018958566	0.631942044
11736415_at	1.015618867	0.631972326
11737036_at	-1.031738265	0.632020876
11720818_a_at	-1.023929929	0.632081609
11750152_a_at	-1.019313163	0.632142359
11742592_x_at	1.032299609	0.632173214
11744256_a_at	1.020024754	0.63221456
11721287_a_at	-1.026090373	0.632220272
11764118_at	1.021482046	0.632258203
11746217_a_at	-1.022656694	0.632360295
11728233_a_at	-1.018173175	0.632379158
11722386_at	1.016254373	0.632386854
11757655_a_at	-1.014178571	0.632498525
11743912_a_at	-1.021088413	0.632592913
11728011_at	1.024781147	0.632687921
11729070_a_at	1.019818776	0.63270727
11740890_a_at	1.017157371	0.632761154
11763590_x_at	-1.020714361	0.632870769
11715282_s_at	-1.021325787	0.632900113
11760278_at	1.016402863	0.632919746
11763403_a_at	-1.025947645	0.63293107
11760035_a_at	1.017356412	0.632944493
11740161_a_at	-1.021530636	0.633005424
11720874_at	-1.027993447	0.633012968
11745030_at	1.015911012	0.633083511
11743464_a_at	1.023846583	0.633115827
11733708_a_at	1.023060656	0.633146228
11740812_a_at	-1.01764161	0.633193372
11724085_at	1.020586571	0.633224337
11723837_at	1.023553699	0.633396511
11757780_x_at	-1.012279378	0.633449513
200098_PM_s_at	1.013929186	0.633480794
11733197_a_at	-1.039450168	0.633545136
11733426_at	-1.03114953	0.633546989
11732226_s_at	-1.012069851	0.633588099
11740757_s_at	1.019396245	0.633602501
11757578_x_at	1.012828803	0.633628937
11740944_at	1.017875043	0.63374331
11743523_a_at	-1.021702505	0.633776935
11727604_a_at	-1.012410879	0.633784474
11721067_s_at	1.012076131	0.633861378
11740316_a_at	-1.018560983	0.634060226
11751910_a_at	1.027342801	0.634092781
11762603_at	-1.020079952	0.634193973
11726144_s_at	1.028471757	0.63419676
11759638_at	-1.020949906	0.634229715
11735157_at	-1.025500701	0.634232519
11732989_at	-1.014555865	0.634234473
11726770_x_at	-1.014946749	0.634300625
11728653_at	-1.028987107	0.634306013
11733508_at	-1.026150367	0.634339201
11761534_a_at	1.029023877	0.634380603
11736695_a_at	-1.020986999	0.63444099
11734384_a_at	1.017236106	0.634529843
11757214_at	1.022531011	0.634542738
11756801_a_at	1.019047831	0.63454788
11761894_at	1.021019575	0.634574107
11728938_s_at	1.016604047	0.634593931
11743816_s_at	-1.018833972	0.634673097
11756836_s_at	-1.01598667	0.634738302
11736061_a_at	1.015196669	0.634790002
11749589_x_at	1.020174487	0.634796642
11762387_x_at	1.026883143	0.634801006
11733421_a_at	-1.019676278	0.634892103
11716937_a_at	1.019513683	0.634913271
11753778_x_at	-1.022606368	0.635116531
11742142_x_at	-1.028712684	0.635149072
11723644_a_at	-1.016779443	0.635225131
11733504_at	-1.025663138	0.635390178
11740806_a_at	1.02332294	0.635419664
11738196_a_at	1.021654516	0.635490275
11732613_a_at	1.021115028	0.635511495
11725988_at	1.025713156	0.635560657
11732207_a_at	1.013878185	0.635582083
11749687_a_at	1.021663006	0.635651167
11743592_a_at	-1.01278846	0.635682242
11756678_x_at	-1.016593957	0.635690817
11728854_at	-1.015885801	0.635745371
11731386_a_at	1.013845217	0.635760425
11748118_x_at	-1.017023428	0.635917071
11731976_at	-1.031573411	0.635920567
11715464_x_at	1.018496591	0.635990155
11742084_a_at	1.019101822	0.636012967
11720722_x_at	1.017364119	0.636123711
11758111_s_at	1.017901456	0.636161437
11732697_s_at	-1.014870956	0.636180422
11753178_x_at	-1.018252308	0.636199241
11741600_at	1.02067715	0.636276895
11746018_a_at	-1.015645971	0.636294281
11730585_a_at	1.020943396	0.636334156
11751574_a_at	-1.016347193	0.636353192
11736839_at	-1.019794416	0.636385413
11735540_at	-1.027368189	0.6363893
11739703_at	1.025802272	0.636439117
11716373_a_at	-1.019379664	0.636460712
11751149_x_at	1.02692161	0.636504659
11749909_a_at	1.033866162	0.63655246
11726696_x_at	1.021765198	0.636555838
11734497_at	1.024740229	0.636586586
11718462_a_at	1.016219576	0.636589911
11735940_s_at	1.019884577	0.636758941
11762103_a_at	1.019792993	0.63678961
11731822_at	-1.023730087	0.6368069
11754164_a_at	1.028096982	0.63685565
11750809_a_at	1.022557252	0.636886632
11723283_a_at	-1.031122852	0.636918388
11738839_at	1.022865241	0.636919264
11737362_x_at	-1.024177697	0.63694734
11759465_s_at	1.019960188	0.637113562
11721831_at	1.016404381	0.637304271
11763498_x_at	-1.018561561	0.63745959
11744765_x_at	1.015765468	0.637460669
11723915_a_at	-1.024935479	0.637472607
11760525_at	-1.029457691	0.637478233
11758946_at	-1.032234891	0.637619352
11716925_at	-1.024886044	0.637655362
11759998_x_at	1.014548049	0.637677467
11745078_x_at	1.019610699	0.637691655
11726421_a_at	1.029919811	0.637713007
11757313_s_at	-1.018087494	0.637777389
11752151_a_at	1.025313361	0.637797862
11726240_a_at	-1.022725988	0.637846649
11751001_a_at	1.023714151	0.637869258
11732543_a_at	1.025922678	0.63790743
11722643_a_at	1.013276026	0.637946565
11763660_a_at	-1.030269868	0.637952197
11734781_a_at	-1.016540734	0.637986435
11737830_at	1.015525619	0.638000351
11764049_at	1.028984914	0.63801225
11722730_at	-1.017110875	0.638042609
11733314_a_at	1.020652405	0.638047727
11725927_a_at	-1.01947416	0.638062055
11740047_s_at	-1.023419887	0.638096568
11747263_a_at	-1.013892563	0.638159993
11756626_s_at	-1.014493955	0.638197039
11732665_a_at	1.020483388	0.638216985
11725866_at	-1.02830476	0.638219328
11715914_at	-1.029828746	0.638257803
11752472_a_at	1.02203488	0.638259606
11729441_at	-1.015493364	0.63833562
11741852_a_at	-1.022947955	0.638378847
11746500_x_at	1.013950112	0.638400865
11721134_at	-1.026309438	0.63842759
11750641_x_at	1.016983998	0.63843277
11740415_a_at	1.027988438	0.638441711
11742582_at	-1.029902042	0.638472682
11760898_at	1.028108348	0.638523998
11720365_a_at	-1.021790796	0.638545815
11717899_x_at	-1.021542096	0.638576895
11741954_x_at	-1.018850758	0.638682331
11755725_a_at	1.015551275	0.638689071
11763722_x_at	1.037463371	0.638696393
11749098_a_at	1.019117046	0.638805384
11750420_a_at	-1.02191873	0.638831685
11733086_a_at	-1.018112005	0.638904369
11737519_at	-1.017337984	0.63896847
11761229_at	-1.035724486	0.639009408
11737986_s_at	-1.019926303	0.639038587
11722475_a_at	1.023357242	0.639115977
11748250_x_at	-1.014043197	0.639167459
11730460_a_at	1.023461296	0.639237308
11734382_a_at	1.033662777	0.639246666
11759531_x_at	-1.029367929	0.639259868
11761156_at	-1.028036588	0.639305119
11760344_at	-1.022926345	0.639309713
11728825_at	-1.021156142	0.639345322
11748696_a_at	-1.026417284	0.639364792
11738939_a_at	1.021046276	0.63939776
11735848_a_at	-1.030634793	0.639456208
11757471_s_at	1.019693071	0.639477646
11741544_at	-1.020292964	0.639518215
11751183_s_at	-1.036301201	0.639636821
11762630_at	-1.026769582	0.639653153
11733635_at	1.017861896	0.639733
11729449_s_at	1.01218273	0.639757642
11746666_s_at	-1.020189149	0.639759295
11760844_a_at	1.040224515	0.639777214
11730001_at	-1.012877801	0.639823195
11727970_a_at	1.018331471	0.639833166
11741794_s_at	1.025055058	0.639840567
11733532_at	1.023442724	0.639896282
11748899_a_at	1.025699496	0.639964854
11715508_x_at	-1.021868653	0.639966886
11758076_s_at	-1.017937223	0.63998052
11737752_at	-1.026255926	0.639996609
11723228_s_at	-1.025431412	0.639996752
11746883_a_at	1.021229823	0.640001852
11748484_x_at	-1.016011767	0.640129084
11755601_a_at	-1.019946057	0.640203013
11759181_at	1.01815299	0.640224738
11751215_a_at	1.021916637	0.640235717
11730942_s_at	-1.018229479	0.640270185
11721201_x_at	-1.019277893	0.640311536
11741001_s_at	1.020876471	0.640320809
11738044_a_at	-1.014807036	0.640344125
11717496_a_at	1.014245542	0.640412531
11750139_a_at	1.025432313	0.640425346
11724082_x_at	-1.01475367	0.640464066
11723607_a_at	-1.034296818	0.640473968
11731016_a_at	1.017938932	0.640513831
11763830_at	1.015390558	0.64052176
11717472_at	1.019845676	0.640593476
11734026_at	-1.048385143	0.640603606
11760483_at	1.025050327	0.640634985
11745392_a_at	1.020050235	0.640656062
11727110_a_at	1.027783531	0.640706823
11744844_a_at	1.019585746	0.640720539
11718819_a_at	1.021019583	0.640821373
11737167_at	1.021032443	0.640900195
11741057_a_at	1.025341601	0.640943996
11725603_a_at	1.015806899	0.640954467
11740292_a_at	-1.015712829	0.641029112
11758010_s_at	-1.023827003	0.641033241
11740355_a_at	1.039050831	0.641162141
11737523_x_at	-1.025062559	0.641162606
11732667_x_at	-1.02676265	0.641200433
11715110_at	1.02229491	0.641226809
11722054_a_at	1.017955111	0.641293392
11762971_x_at	1.020925408	0.641413539
11741135_s_at	1.023820711	0.641445295
11735579_at	-1.019894462	0.6415021
11762519_at	1.017145043	0.641527377
11759155_a_at	-1.0172176	0.641528259
11761839_at	1.024090339	0.641538256
11750764_a_at	1.022252349	0.641591892
11761105_at	-1.018789387	0.641689235
11724403_at	1.018160184	0.64170814
11739934_a_at	1.021247456	0.641712181
11716897_x_at	1.016586847	0.641732471
11758505_s_at	1.017823943	0.641773422
11723575_x_at	1.02380365	0.641832193
11758728_at	-1.016582193	0.641891407
11762379_at	-1.016385071	0.641930665
11728542_x_at	1.017921146	0.642134834
11762999_at	1.019360272	0.642137494
11753065_a_at	1.016232295	0.642203495
11745659_s_at	-1.018087774	0.642281575
11750409_a_at	1.023093856	0.64228227
11756776_a_at	1.024395641	0.642304787
11758719_at	1.014546344	0.642315749
11753013_a_at	1.017116331	0.6424644
11759394_at	-1.022625151	0.642482741
11740775_at	1.02726236	0.642531576
11738794_x_at	-1.013612932	0.642610293
11718867_a_at	1.016677322	0.642807512
11749712_a_at	1.021986726	0.642848542
11758493_s_at	1.02469521	0.642858931
11753554_a_at	-1.019424266	0.64288375
11723405_s_at	1.017282907	0.642884294
11739657_a_at	1.02083954	0.642943452
11715115_s_at	1.029441331	0.643158171
11724350_s_at	1.017173345	0.643267781
11734063_a_at	1.015689207	0.643271109
11738303_a_at	1.032773872	0.643271169
11741514_x_at	1.020135585	0.643277335
11727654_at	1.014311508	0.643367778
11727550_at	-1.016499453	0.643372308
11737981_a_at	-1.037965972	0.643384617
11745044_x_at	1.017857281	0.643385784
11750587_a_at	-1.031775299	0.643389447
11724144_a_at	-1.021261403	0.643407618
11756838_a_at	1.021799745	0.643419256
11715416_s_at	-1.013623001	0.6434676
11723236_at	1.016890952	0.643477317
11754424_a_at	-1.014337815	0.643492433
11732409_a_at	-1.025799814	0.643549322
11758430_s_at	1.01769886	0.643557007
11740053_a_at	-1.022891596	0.643647487
11716693_a_at	-1.028815201	0.643673421
11723642_a_at	1.022675767	0.64369074
11754443_a_at	-1.017637857	0.643750552
11726926_s_at	1.024361357	0.643751264
11717972_a_at	-1.023766994	0.643773375
11762244_at	-1.034147144	0.643850065
11747450_s_at	-1.025237013	0.643877603
11715880_a_at	-1.015740224	0.643883501
11760853_a_at	-1.022417977	0.643887561
11734826_s_at	1.02105661	0.64388941
11756528_x_at	-1.022929057	0.64395766
11735403_at	1.025019011	0.643973538
11732772_a_at	-1.02150961	0.64411277
11754274_a_at	1.014906295	0.644126379
11760924_at	1.041016522	0.644140331
11730058_at	1.021784555	0.6441439
11734307_at	-1.021647361	0.644166191
11731173_at	1.0135955	0.644233038
11731733_a_at	-1.016344553	0.644333784
11746833_a_at	-1.017893527	0.644361167
11759378_at	1.025639396	0.644361982
11756266_a_at	1.016755132	0.644362315
11761727_x_at	1.027777064	0.644434348
11755795_a_at	1.036071961	0.644478111
11746506_a_at	1.013619004	0.644540632
11730897_a_at	-1.015451242	0.64462982
11742589_at	1.019442505	0.644630099
11743311_a_at	1.033776846	0.644645743
11746965_a_at	-1.022645058	0.644685391
11763537_a_at	-1.023949036	0.644687357
11731728_at	-1.029857727	0.644779995
11740884_a_at	1.021409321	0.644829017
11741516_at	-1.026878975	0.644869114
11755297_a_at	1.027143671	0.64489879
11723067_s_at	1.025153904	0.644936419
11723094_a_at	1.021124977	0.644985064
11733706_s_at	-1.0196768	0.645004547
11761714_at	1.047326157	0.645046087
11761515_s_at	1.016017848	0.645120254
11751758_a_at	1.019680343	0.645138688
11763759_x_at	1.013269464	0.645212047
11736714_x_at	-1.019472621	0.645311329
11727027_a_at	-1.026186651	0.645334475
11743522_a_at	-1.020567916	0.645439591
11761170_at	-1.032890685	0.64556028
11747571_s_at	1.035964251	0.645722876
11752568_a_at	1.01968507	0.645907295
11718491_x_at	-1.017063237	0.645929165
11737506_at	-1.020023805	0.645942263
11738666_at	-1.019910937	0.646002839
11737546_at	1.021826757	0.646012619
11744524_at	1.01690567	0.646089784
11737234_s_at	-1.029179585	0.646097576
11734685_at	1.018261811	0.646101269
11747434_a_at	-1.028373179	0.646220693
11733288_a_at	1.022500118	0.646246844
11748521_a_at	1.017824456	0.646295082
11732802_a_at	1.022859068	0.646441375
11723366_a_at	-1.015357789	0.646456641
11735958_at	-1.022534852	0.646511552
11763965_s_at	1.022654933	0.646533652
11741226_a_at	1.02027956	0.646566033
11761389_at	1.018712547	0.646587876
11715636_a_at	-1.02450559	0.646702567
11730922_at	1.023940705	0.646704655
11748369_a_at	1.023260992	0.646706519
11725526_at	-1.031196239	0.646716208
11748478_a_at	-1.018150358	0.646771033
11726679_a_at	-1.023276468	0.646879669
11730626_at	1.022563437	0.646920182
11761626_x_at	-1.016896979	0.647013999
11738244_s_at	1.020382338	0.647016894
11743023_at	-1.016563577	0.647020817
11732063_a_at	1.022606826	0.647021861
11754521_a_at	1.024425359	0.647130093
11718998_x_at	1.017034674	0.647201417
11726199_x_at	1.01461898	0.647257942
11751078_s_at	-1.035327154	0.647284272
11740182_a_at	-1.016971325	0.647288125
11756460_a_at	-1.016376607	0.647324524
11752198_a_at	1.023747558	0.647400037
11724871_a_at	1.018806058	0.647419773
11758552_s_at	1.015966554	0.647496411
11763825_at	1.019775531	0.647507522
11723462_a_at	1.019963272	0.647534098
11761471_x_at	1.030219447	0.647584019
11720261_a_at	-1.020466966	0.647589814
11758612_s_at	1.024583904	0.647703497
11754566_a_at	-1.016427648	0.64774434
11737944_x_at	1.01839523	0.647910437
11753260_x_at	1.01211693	0.647921219
11721210_a_at	1.015995339	0.647930589
11735147_a_at	-1.020284655	0.647937623
11719442_a_at	1.023162361	0.647960785
11748851_a_at	-1.012787975	0.648036851
11757744_s_at	-1.023550844	0.648056723
11727455_x_at	-1.018078705	0.648100081
11721613_a_at	1.015942301	0.64816557
11744962_a_at	1.016287389	0.648207997
11750380_a_at	1.028336065	0.648225619
11744707_a_at	-1.019206096	0.648246166
11730049_at	-1.019125317	0.648246793
11738063_a_at	-1.02028711	0.648292201
11732816_x_at	1.015877069	0.648322902
11722948_a_at	1.018564041	0.648456918
11725258_s_at	-1.016979678	0.648460682
11728310_a_at	1.027964201	0.648506718
11715938_x_at	1.01564031	0.648508034
11739084_at	1.018226716	0.648579362
11728767_s_at	-1.015146628	0.64867579
11758200_x_at	-1.016242272	0.648749043
11760905_at	1.026551793	0.648803363
11740196_x_at	-1.015102262	0.648836367
11740166_at	-1.018331888	0.648911397
11728252_a_at	-1.026727445	0.648952602
11746858_a_at	1.026207225	0.649129759
11725251_a_at	1.032228138	0.649144515
11752749_a_at	-1.020114776	0.649284814
11716969_a_at	-1.0249703	0.649292757
11762751_x_at	-1.018304748	0.649299948
11731764_a_at	-1.013383833	0.649325161
11728166_a_at	-1.019355593	0.649332475
11763077_at	-1.011923102	0.649340525
11757486_s_at	1.014744908	0.649347631
11732021_x_at	-1.028116274	0.649352193
11762462_at	1.020610825	0.649359115
11761368_x_at	1.023776543	0.649416684
11733717_at	1.0142399	0.649484612
11762102_a_at	1.023700514	0.649542269
11760704_at	-1.018593758	0.649568155
11736487_at	-1.019691099	0.649628806
11745638_a_at	-1.023144398	0.649636045
11753305_a_at	1.025143535	0.649661948
11742611_x_at	1.022621801	0.649698984
11727757_at	1.021961006	0.649738785
11727862_at	1.020651734	0.649751681
11718280_s_at	-1.01233342	0.649770534
11748788_a_at	1.018985319	0.649839651
11748726_s_at	1.020402599	0.649870481
11738076_a_at	1.017763547	0.649888825
11735038_a_at	-1.025622042	0.649956567
11756519_x_at	1.023292048	0.650007601
11761546_a_at	1.020136092	0.650017593
11761264_x_at	1.016346117	0.650064076
11747310_a_at	-1.016024456	0.650145792
11720608_a_at	1.016629978	0.650161174
11743526_s_at	-1.013170194	0.650280272
11746599_a_at	1.017370231	0.650350405
11749071_a_at	1.013649863	0.650380397
11752565_a_at	-1.020348974	0.650441724
11734539_a_at	-1.017622678	0.650476231
11742419_at	1.023054009	0.650486463
11727538_at	1.021164465	0.650556035
11736012_x_at	1.022804208	0.650570858
11751989_a_at	-1.015448275	0.650674992
11761280_at	1.022004847	0.65080266
11736840_at	1.018360583	0.650810559
11716321_a_at	-1.014412359	0.650876951
11760458_at	1.022713599	0.650985002
11740201_x_at	1.017043383	0.650986423
11735362_s_at	1.012855662	0.651014254
11754210_a_at	1.017226148	0.651049253
11729825_at	1.022739506	0.651059218
11734111_at	-1.014612555	0.651089785
11731583_a_at	1.034594853	0.651101613
11727964_x_at	-1.022769736	0.65110404
11734456_a_at	1.018819528	0.651107475
11720185_a_at	1.025600951	0.651150455
11746772_a_at	-1.020750637	0.651190232
11757942_s_at	-1.018069975	0.651225859
11757698_s_at	-1.012946587	0.65125186
11763769_a_at	1.021118034	0.651312835
11724323_a_at	-1.028894092	0.651411618
11752071_a_at	1.017283277	0.651440849
11740136_a_at	-1.029865907	0.651446024
11732887_x_at	-1.020662077	0.651455794
11722968_a_at	1.015676549	0.651520975
11728417_at	1.021695442	0.651558641
11746924_x_at	1.01928759	0.651587253
11759154_a_at	1.022736706	0.651680478
11741782_s_at	1.023190366	0.651692812
11761081_at	-1.019525548	0.651716565
11760648_at	-1.02218354	0.651728651
11737621_at	-1.020085537	0.651743581
11727220_at	1.022443479	0.651769316
11733488_at	-1.019554105	0.651854889
11734635_at	-1.018562586	0.651855499
11748062_s_at	-1.017029306	0.651913552
11728577_a_at	-1.01928665	0.651954075
11741899_s_at	-1.016006022	0.652120105
11761100_s_at	1.020480756	0.652142788
11753666_x_at	-1.014046461	0.652144793
11715321_x_at	1.017938256	0.652163705
11726184_at	1.023554124	0.652194772
11738722_at	-1.022855462	0.652256311
11741547_a_at	1.019605449	0.652411262
11728658_s_at	-1.011372246	0.652438461
11760856_at	-1.020126798	0.652488159
11756393_x_at	1.019323243	0.65259463
11734335_a_at	-1.015830463	0.65263555
11742512_x_at	1.020967034	0.65267154
11718105_s_at	-1.025704124	0.652696542
11719124_at	1.016687713	0.652742767
11757033_a_at	1.016507158	0.652829318
11760051_at	-1.031030761	0.652961833
11719642_at	-1.012466074	0.653004937
11761255_at	-1.020109432	0.653137661
11756352_a_at	-1.018932993	0.653149313
11739754_at	1.021213257	0.653219652
11761379_a_at	1.016674739	0.653268553
11723524_at	1.019807685	0.653313994
11752998_a_at	1.019150581	0.653326005
11726160_a_at	1.013416592	0.65338757
11763270_s_at	-1.030408666	0.653418926
11748511_a_at	1.014516746	0.653492519
11732715_a_at	-1.020278498	0.653616588
11742636_at	-1.021150036	0.653720823
11734617_x_at	1.025011517	0.653759151
11729799_at	1.016357896	0.653797688
11763138_x_at	1.015825955	0.653813104
11737355_at	-1.019878754	0.653816551
11745332_a_at	-1.013429393	0.653844358
11725999_s_at	1.01501544	0.653856639
11761041_x_at	1.027020586	0.653924427
11733924_a_at	1.014102932	0.653925426
11741993_at	-1.022951912	0.654029429
11723894_a_at	1.02198808	0.654030045
11736888_x_at	-1.015450905	0.6541161
11731886_at	1.020462463	0.65412438
11742628_at	1.0146053	0.654146989
11749154_a_at	-1.014552932	0.654219059
11726860_a_at	1.022957345	0.654222165
11750332_a_at	1.016114571	0.654253909
11744865_a_at	-1.022908042	0.654257566
11753182_a_at	1.018403635	0.65427547
11736941_at	1.017545579	0.654329421
11738885_at	1.026442389	0.654348338
11722107_at	-1.041358633	0.65441783
11742493_a_at	1.033003215	0.654423476
11724349_at	-1.020041136	0.654443806
11716975_a_at	1.021288466	0.654459475
11736626_a_at	1.022115691	0.654474042
11762595_at	-1.017141322	0.654479517
11720807_x_at	1.020421098	0.654504725
11723102_at	1.019340865	0.654510639
11746910_x_at	1.019639375	0.654526422
11751500_a_at	-1.024045717	0.654559385
11737186_x_at	1.015443741	0.654567702
11752931_x_at	-1.018582356	0.654682615
11755804_a_at	1.017801365	0.654726044
11753799_a_at	-1.016595625	0.654729934
11727357_at	-1.016662102	0.654743702
11738368_a_at	-1.021699738	0.65474543
11761206_at	1.017695518	0.654751656
11732943_at	-1.023635738	0.654756457
11718959_a_at	1.015452159	0.654760889
11745052_a_at	-1.021139414	0.654763194
11727906_at	-1.02720965	0.6548301
11750173_x_at	1.021183516	0.65484846
11726164_at	1.015625711	0.654869528
11718769_a_at	-1.028391843	0.654875922
11724992_x_at	1.025257688	0.65491481
11743533_x_at	-1.025263314	0.654955411
11742818_a_at	1.019538023	0.654992352
11719228_a_at	1.018951543	0.655090667
11732170_a_at	1.013192984	0.655091148
11735875_a_at	-1.02070143	0.655097811
11726335_a_at	1.013924545	0.655158837
11744659_a_at	1.020404486	0.655161235
11750247_x_at	1.018207043	0.65517567
11736652_a_at	-1.017728383	0.655182868
11716348_s_at	-1.015680989	0.655197309
11736207_a_at	1.018299143	0.655255116
11741262_x_at	-1.01602129	0.655308025
11736583_a_at	1.019696269	0.655413456
11733266_a_at	1.019363478	0.65544821
11720180_at	1.012414535	0.655474362
11743776_a_at	1.025118075	0.655516278
11730410_a_at	1.016140529	0.655517776
11723803_a_at	-1.016362347	0.655540715
11742551_at	-1.014707549	0.65559861
11762920_x_at	1.018389193	0.655638219
11758791_at	1.028307701	0.65567
11743967_x_at	1.014909353	0.655676629
11752725_at	-1.011042565	0.655715192
11760461_at	-1.02989259	0.655715551
11727883_a_at	-1.02123199	0.655724902
11756287_a_at	1.018080312	0.65576366
11720644_a_at	-1.022620916	0.655772762
11727019_at	-1.01722983	0.655908074
11730533_a_at	1.024695535	0.655912335
11735297_at	1.014125657	0.655993225
11735841_s_at	-1.038051416	0.656002181
11731167_x_at	-1.0185653	0.656133695
11718155_a_at	-1.034441317	0.656144044
11755230_a_at	1.020621045	0.656151715
11749143_a_at	-1.021570133	0.656153901
11720749_a_at	-1.020487234	0.656165031
11763797_s_at	1.019689709	0.65617149
11760194_at	-1.028135189	0.656189261
11720106_a_at	1.024520517	0.656199383
11744952_at	1.026348358	0.656212806
11744471_s_at	1.025070563	0.656224888
11724703_a_at	1.021446551	0.656259117
11751077_a_at	1.020960346	0.656351352
11740818_s_at	1.016953404	0.656418202
11741200_a_at	-1.018972233	0.656421387
11728961_a_at	-1.020681707	0.65645731
11757210_x_at	-1.015487065	0.656511082
11746723_a_at	1.015021828	0.65652384
11762543_at	1.017959705	0.656614017
11731765_a_at	-1.023508318	0.656633157
11734055_a_at	-1.014019736	0.656650245
11738667_at	1.023374084	0.656654111
11733330_at	1.024260462	0.656676799
11721370_at	-1.017186123	0.656720673
11742932_at	-1.026269608	0.656766938
11738267_at	1.017049903	0.656897504
11743151_a_at	-1.027864923	0.656900558
11750458_x_at	1.016666697	0.656971618
11742660_x_at	-1.025537071	0.656995309
11743417_a_at	1.025475024	0.657074214
11731207_a_at	1.019556929	0.657125987
11741987_a_at	1.016229538	0.657177157
11722586_a_at	1.014227805	0.657199765
11724931_a_at	1.016349544	0.657214613
11738965_x_at	-1.019833174	0.657287733
11743734_a_at	-1.014221265	0.657339385
11754666_a_at	1.023365507	0.657357411
11727318_at	1.018942243	0.657375865
11763605_a_at	1.026487979	0.657383059
11758360_s_at	-1.031234036	0.657386984
11727803_at	1.012506923	0.657406554
11740859_a_at	1.013200924	0.657507782
11729418_a_at	-1.015802719	0.657613129
11761527_a_at	-1.024907962	0.657657326
11731744_a_at	1.012567086	0.657726428
11751983_a_at	-1.02208401	0.657738782
11762276_at	1.019892392	0.657739715
11747714_a_at	1.014192248	0.657782133
11760973_at	1.022125252	0.657797986
11751368_a_at	1.022488028	0.657829302
11759239_at	-1.03022148	0.657845262
11737853_at	-1.016744515	0.657864205
11733536_at	1.020501678	0.65789851
11733559_a_at	1.017269822	0.657900178
11749855_a_at	1.01553796	0.657945444
11724442_a_at	1.026502702	0.657961036
11744306_a_at	1.019341309	0.657964304
11746266_a_at	1.02157877	0.658151966
11731631_a_at	-1.017738809	0.65823076
11758418_s_at	1.01790318	0.658244154
11727557_s_at	1.022108689	0.658280638
11740737_a_at	-1.025072454	0.658315511
11741015_a_at	-1.015188247	0.658334533
11722489_a_at	-1.018702482	0.658384324
11721080_at	1.017039386	0.658437781
11730412_a_at	1.033047682	0.658446045
11742421_s_at	1.014536362	0.658571525
11745948_a_at	1.015869918	0.658586227
11735555_a_at	-1.019073128	0.658642205
11731399_s_at	1.01281974	0.658653239
11738201_a_at	1.022608032	0.658700349
11733242_at	1.030060391	0.658713623
11724258_a_at	-1.019434721	0.65874528
11727773_at	1.022821879	0.658748458
11751930_a_at	1.022355565	0.658771849
11740082_at	1.028678079	0.658804264
11750166_a_at	1.01681098	0.658815133
11728053_a_at	-1.022757562	0.658910505
11736764_at	1.022082608	0.658934556
11760547_x_at	1.01722121	0.658966181
11739315_at	1.023870154	0.659034787
11763970_at	1.022657427	0.659089786
11754152_a_at	-1.01647271	0.659110684
11724735_a_at	1.026007266	0.659158581
ERCC-00048-01_at	1.012874362	0.659177003
11735855_at	-1.015214043	0.659244927
11751115_a_at	1.018053127	0.659326202
11763968_a_at	-1.034422521	0.659374385
11727831_a_at	1.018083917	0.659431177
11749998_a_at	-1.021403456	0.659477649
11762443_at	1.023214525	0.659563932
11730272_a_at	-1.020918082	0.659709823
11733556_a_at	1.018251093	0.659711054
11751216_a_at	1.0216775	0.659801751
11751432_a_at	-1.020258884	0.659888471
11740950_at	1.020547952	0.659890073
11736837_a_at	1.018393103	0.660048675
