PROBEID	LowvsGlass_FC	LowvsGlass_pval
11725470_at	-1.120032574	0.005922898
11755870_s_at	1.095817599	0.005923751
11726744_a_at	1.197179464	0.005928467
11723028_a_at	-1.12649463	0.005928558
11750381_x_at	-1.151832743	0.005928666
11751010_x_at	-1.091406415	0.005931737
11715193_s_at	1.173920164	0.00593233
11746659_a_at	1.108984807	0.005933992
11756247_a_at	1.17727574	0.00593475
11748942_s_at	-1.250557613	0.005939813
11732322_at	1.136803778	0.005942858
11749167_a_at	-1.182977063	0.005951719
11722279_a_at	1.18260883	0.005952785
11720021_a_at	1.201826647	0.005955279
11756131_a_at	-1.174478141	0.005957091
11723269_at	1.123042014	0.005958811
11754092_x_at	-1.104385613	0.005959185
11749779_a_at	1.189735367	0.005959288
11744174_a_at	1.104552495	0.005959429
11716125_a_at	-1.160735352	0.00596303
11723296_x_at	1.157452958	0.005964794
11748497_s_at	-1.148913206	0.005965747
11717612_x_at	1.140967812	0.005966021
11761284_at	1.133502363	0.005967066
11719125_a_at	1.111414393	0.005974739
11722894_s_at	-1.206954504	0.005987278
11718843_s_at	-1.194558409	0.005988404
11756651_a_at	1.114366486	0.005991594
11716592_s_at	1.201040036	0.00599534
11745219_a_at	1.147140248	0.005995443
11739891_at	-1.127123761	0.005997266
11731491_a_at	-1.109326482	0.006002742
11728163_a_at	1.109394754	0.006004086
11735713_x_at	-1.10184051	0.006013977
11742825_a_at	1.131709793	0.006017764
11723470_a_at	1.175532884	0.006019505
11721815_a_at	-1.12328129	0.006019961
11758018_s_at	-1.186617345	0.006024354
11722988_a_at	1.143249699	0.006028479
11747580_a_at	1.139632802	0.006030346
11724990_s_at	-1.139727465	0.006032085
11715849_a_at	1.128301007	0.006033459
11763575_s_at	1.086667676	0.006035248
11744784_a_at	1.09306932	0.00603552
11717687_a_at	1.134392168	0.006038767
11715726_a_at	-1.099160488	0.006045677
11762490_a_at	-1.135206892	0.006047709
11763950_at	1.137114171	0.006049892
11727057_a_at	1.097204968	0.006059382
11725356_a_at	1.100625133	0.006064699
11730118_a_at	-1.116437301	0.006067032
11754130_a_at	-1.183038428	0.006067089
11752912_x_at	-1.112841623	0.006073533
11753672_s_at	1.098546016	0.006074087
11747780_x_at	-1.146115942	0.006079124
11715801_s_at	-1.126636592	0.006080549
11716912_x_at	1.105902928	0.006081661
11740238_a_at	1.116427084	0.006082234
11740935_s_at	-1.132045056	0.006093777
11717324_at	-1.159231018	0.006101041
11723389_a_at	-1.147275459	0.006104792
11718131_a_at	1.127867707	0.00611022
11757532_s_at	-1.110123047	0.006115407
11724054_a_at	-1.146483927	0.006121535
11736052_at	-1.20040153	0.006123085
11730595_at	-1.173578943	0.006124743
11753523_x_at	-1.135314824	0.006126852
11725083_s_at	-1.161984739	0.006127209
11745272_a_at	1.095261759	0.006135277
11755759_a_at	1.102628014	0.006141524
11753176_a_at	1.173153224	0.006142712
11721089_a_at	-1.166805508	0.006144566
11721779_a_at	-1.143900895	0.006145554
11763618_a_at	1.117538654	0.006145979
11761171_x_at	1.172912862	0.006146286
11744330_x_at	-1.101236074	0.006147299
11739057_a_at	1.103649121	0.006149419
11761463_x_at	1.193214516	0.006150709
11736112_a_at	1.116372002	0.006152568
11715553_s_at	1.100336236	0.006153454
11748663_x_at	-1.146585644	0.006163874
11715757_a_at	-1.139005869	0.006166396
11758148_s_at	-1.106603921	0.006167244
11758192_s_at	-1.106603921	0.006167244
11723715_x_at	1.151399401	0.006169269
11727981_a_at	-1.129864355	0.006174402
11728377_x_at	-1.115372801	0.006176818
11715136_at	1.115720912	0.006181623
11719478_a_at	1.095016291	0.00618466
11728622_a_at	1.142869436	0.006185345
11733315_a_at	1.125458748	0.006185929
11741275_a_at	1.114277485	0.006198294
11724595_at	-1.20195896	0.006200643
11730998_at	-1.235789598	0.006200724
11737149_a_at	1.151704673	0.006202441
11732716_a_at	1.161203492	0.006205385
11715857_a_at	1.110934371	0.006207453
11759380_at	1.126314975	0.006209282
11720128_at	-1.121832258	0.006210087
11727978_at	1.167968296	0.006212033
11750192_x_at	1.10312596	0.006215085
11756885_a_at	-1.099574929	0.006219244
11736887_a_at	1.189270358	0.006220216
11744691_x_at	1.083801199	0.006220537
11717629_at	1.146888661	0.006226049
11757182_a_at	-1.175360439	0.006229169
11763368_a_at	-1.19105369	0.006231443
11733782_x_at	1.105074689	0.006232889
11744091_s_at	1.127754947	0.006234283
11736536_a_at	-1.201872214	0.006238858
11742811_at	-1.361843073	0.006239369
11732153_a_at	-1.105671278	0.006239537
11743573_at	-1.11174149	0.006247285
11744621_s_at	-1.083205137	0.006249265
11748769_a_at	-1.150085136	0.006255307
11722252_x_at	-1.095374837	0.006257943
11759964_at	-1.214339403	0.006260699
11724143_s_at	-1.270993158	0.006266437
11731520_a_at	-1.166976758	0.006267475
11740158_x_at	-1.142176982	0.006274701
11751608_a_at	-1.124477797	0.006280941
11726379_a_at	-1.217318402	0.006289825
11738905_at	1.13424105	0.006298094
11759374_at	1.242764186	0.006298469
11728205_s_at	1.132942085	0.00629917
11735996_x_at	1.211229255	0.006300929
11761078_at	1.152333991	0.006302289
11725063_a_at	1.146896531	0.006307947
11728929_x_at	1.121714101	0.006310624
11717065_a_at	1.153779556	0.006310991
11756479_x_at	1.098597631	0.006321319
11724269_at	1.167605884	0.006326876
11738680_at	1.177129343	0.006328946
11752445_x_at	-1.217644199	0.006330811
11744805_x_at	1.111427437	0.0063351
11725289_a_at	-1.169891129	0.006338633
11745026_a_at	1.194922705	0.006339198
11716395_a_at	1.092390031	0.006341778
11726550_a_at	-1.223095829	0.006345968
11761558_at	1.150360947	0.006347675
200057_PM_s_at	-1.086691889	0.006351454
11752630_x_at	-1.099316228	0.006360849
11722971_a_at	-1.16754475	0.006361847
11719209_x_at	1.127218953	0.006365577
11742405_at	1.164161279	0.006367944
11727211_a_at	1.131426662	0.006367977
11759345_at	1.167423519	0.006368305
11722345_s_at	-1.146253959	0.006379194
11758586_s_at	-1.112173245	0.006385926
11739963_x_at	1.159739091	0.006385992
11721062_s_at	-1.134658139	0.006387916
11719565_x_at	1.188837289	0.006390454
11757569_a_at	1.103350322	0.00639097
11715156_s_at	-1.107094084	0.006392001
11753048_a_at	-1.18283477	0.006396895
11739790_a_at	1.100168713	0.006408072
11726319_at	1.092333539	0.006412678
11744500_a_at	-1.103304325	0.00641469
11715196_s_at	1.282132063	0.006419836
11719484_at	-1.126381884	0.00642232
11731612_s_at	1.145875676	0.00642671
11761605_x_at	1.130335905	0.006429102
11724361_s_at	-1.151781332	0.0064325
11716957_x_at	-1.12056285	0.006437464
11753635_x_at	-1.130282132	0.006438777
11748959_a_at	-1.184291614	0.006443245
11757289_x_at	1.1102196	0.006445996
11750475_s_at	1.10782832	0.006446652
11758662_s_at	-1.222936809	0.006450453
11753580_s_at	-1.097072538	0.006457991
11745337_a_at	1.158735418	0.006459015
11715608_x_at	-1.081055873	0.006461936
11745669_a_at	-1.12543392	0.006464388
11758782_at	1.136317609	0.006464999
11744592_a_at	1.120609797	0.006465127
11752557_a_at	-1.21837573	0.006466883
11760716_at	1.228941769	0.006474141
11722679_a_at	-1.158678683	0.006477514
11759815_a_at	1.19824781	0.006489311
11761567_at	1.118561991	0.006494642
11749606_at	1.157970906	0.006497922
11732401_a_at	1.139369642	0.006501991
11723708_at	1.149433489	0.006503746
11732861_a_at	1.180203321	0.00650634
11717031_a_at	-1.154184993	0.006507573
11730281_a_at	1.095746216	0.006508162
11748774_x_at	-1.124301145	0.006511062
11718601_a_at	1.186270691	0.006511231
11735332_a_at	-1.154976895	0.006516529
11756451_x_at	-1.144261797	0.006517303
11723526_a_at	1.124969381	0.006518753
11715314_at	-1.30225152	0.006519499
11733653_at	1.150749565	0.006526003
11753961_a_at	1.198237955	0.006526574
11743262_x_at	-1.096396571	0.006527466
11754528_s_at	1.146100347	0.006532054
11757671_a_at	-1.100482837	0.006542949
11744439_x_at	-1.09033592	0.006544838
11718831_at	1.092388386	0.006545956
11718278_s_at	1.087526621	0.006549745
11745384_s_at	1.087526621	0.006549745
11749190_a_at	1.398906548	0.00655008
11757587_s_at	1.120929298	0.006554065
11738702_at	1.135552789	0.006559826
11725099_at	1.134930161	0.006559996
11733057_a_at	-1.112634196	0.006565625
11747959_x_at	1.151756165	0.006565641
11732303_a_at	-1.158122563	0.006571899
11725399_s_at	1.130754136	0.006572126
11741695_a_at	1.132098122	0.006577175
11763294_s_at	-1.126582345	0.006583984
11730762_s_at	1.156001971	0.006592703
11719070_a_at	-1.1159798	0.006597733
11742942_s_at	1.089542625	0.006597738
11731070_x_at	1.099973172	0.006600926
11721977_a_at	1.17093088	0.006601737
11723725_x_at	1.123244401	0.006610069
11764116_s_at	1.118586859	0.006610309
11746832_a_at	-1.146039971	0.006615238
11743861_a_at	-1.104624152	0.006619204
11715353_s_at	1.113711249	0.00662284
11719911_at	1.185364285	0.006631169
11750695_x_at	1.1140357	0.006631352
11750730_x_at	-1.227632551	0.006633049
11723709_a_at	-1.205167089	0.006635421
11746268_a_at	-1.223452312	0.006636923
11715859_at	1.144057488	0.006637781
11719886_a_at	-1.199985001	0.006640129
11736460_a_at	-1.243285948	0.006644877
11733064_a_at	1.097555683	0.006647338
11722028_at	1.091318574	0.006650778
11730676_a_at	1.145169016	0.006651633
11750870_a_at	1.324276241	0.006662891
11720085_a_at	1.146675886	0.00666521
11757923_s_at	-1.106958913	0.006665388
11737938_a_at	1.133391517	0.006665605
11734819_s_at	-1.146578439	0.006670873
11747505_a_at	-1.149270741	0.006672703
11719716_a_at	1.127475998	0.006676197
11754537_a_at	-1.140326873	0.006677496
11737219_a_at	-1.209551639	0.006679032
11762627_x_at	-1.164803372	0.006683283
11758239_s_at	1.163398872	0.006685555
11750037_a_at	1.105957542	0.006685747
11733092_x_at	1.136091883	0.006688429
11716165_a_at	-1.080877292	0.006692613
11733336_a_at	-1.163723056	0.006695179
11731742_a_at	-1.152024178	0.006699255
11764270_s_at	-1.242534101	0.006708381
11729940_x_at	-1.249302326	0.006718425
11750082_a_at	1.175548022	0.006721787
11760248_at	1.147438837	0.006726633
11739826_s_at	1.10331352	0.006728142
11723406_x_at	1.102615954	0.006728502
11761313_x_at	-1.173349952	0.006729586
11757895_s_at	1.093679246	0.006733534
11763749_x_at	-1.126741659	0.006735556
11726836_a_at	-1.147451265	0.006736137
11746963_a_at	1.188043214	0.006739423
11719622_at	1.116513006	0.00674013
11723508_at	1.203869053	0.006741159
11728827_at	1.13042567	0.006745279
11724211_a_at	1.150377943	0.006747204
11763713_x_at	1.101538116	0.00675162
11721142_a_at	-1.214532296	0.006752005
11763233_x_at	-1.128568729	0.006752057
11746121_a_at	1.20234579	0.006755092
11722812_s_at	-1.089909511	0.006757186
11732176_a_at	1.102834777	0.006758126
11721398_a_at	-1.183910002	0.006763778
11746892_a_at	-1.13649017	0.006767412
11745709_x_at	1.179069487	0.006768423
11753974_s_at	1.11920743	0.006775774
11724101_a_at	1.210659672	0.0067774
11746044_a_at	-1.171690907	0.006782182
11726594_at	-1.150654601	0.006782306
11739229_a_at	1.127268296	0.006784004
11715589_at	1.257050209	0.006786477
11745097_s_at	-1.176139568	0.006790401
11716963_a_at	1.099031929	0.006791953
11747199_a_at	1.181426936	0.006794471
11743683_a_at	-1.165064628	0.006794597
11755564_x_at	1.128079522	0.006798885
11744408_x_at	-1.39684945	0.006799349
11719664_a_at	1.169637316	0.00680016
11760890_x_at	-1.149739096	0.006802975
11716830_a_at	1.262050851	0.006803613
11722403_a_at	-1.213520476	0.006807345
11719647_a_at	-1.151069115	0.006808164
11732406_at	1.123726065	0.006809085
11729602_a_at	1.090602893	0.006809524
11715924_a_at	1.083941742	0.006810202
11743928_at	1.101539877	0.006810558
11745455_a_at	1.177901015	0.006811002
11728804_a_at	1.160117694	0.006813848
11760384_at	1.147168884	0.006814748
11748904_x_at	-1.152725851	0.006817857
11755757_a_at	1.121821586	0.006823554
11716552_a_at	1.110183218	0.006823759
11717252_x_at	1.098142667	0.006826912
11735681_x_at	-1.122315594	0.006827715
11757778_s_at	-1.081251603	0.006831742
11725848_x_at	-1.131703874	0.006835198
11719594_at	-1.12510233	0.006842465
11754963_a_at	1.11942327	0.00684423
11761012_x_at	-1.115553031	0.006846552
11760908_at	-1.283920888	0.006848669
11738886_a_at	1.100664021	0.006849251
11749560_a_at	1.169504442	0.006855189
11721016_a_at	1.146659581	0.006856057
11732292_a_at	-1.149593993	0.006858186
11736058_s_at	-1.208262612	0.006863145
11763220_x_at	1.14715707	0.006865431
11758855_at	-1.156388741	0.006868191
11741153_a_at	1.158673032	0.006869966
11721757_at	1.141409672	0.006875208
11761276_x_at	-1.221653337	0.006876867
11757328_x_at	1.079198207	0.006878658
11749437_x_at	-1.139892033	0.006881255
11762850_at	1.145974263	0.006882309
11750556_a_at	1.141332333	0.006882632
11763711_a_at	1.114656955	0.006883146
11735137_a_at	1.10503095	0.006889509
11719692_a_at	-1.174101347	0.006892314
11744268_a_at	1.127832525	0.006892533
11742981_a_at	1.13889194	0.006896502
11725421_a_at	1.140775584	0.006898645
11764209_at	1.14827952	0.006899548
11738864_a_at	1.127976849	0.006901259
11745149_a_at	-1.143737623	0.006901608
11749989_a_at	-1.141792707	0.006903729
11749980_x_at	1.11035878	0.006906353
11735136_at	1.158783774	0.006906643
11749747_s_at	-1.091270467	0.006913789
11727977_a_at	1.13513151	0.006913906
11735999_a_at	-1.211917496	0.00691592
11735763_a_at	-1.199657948	0.006919359
11757478_s_at	-1.110928438	0.006919689
11747026_a_at	1.13877383	0.006922598
11730203_s_at	1.165609091	0.006933202
11735849_at	1.147662286	0.006939374
11754767_x_at	1.102589313	0.006940644
11733560_a_at	-1.196189874	0.006942774
11748830_a_at	1.150427657	0.006945144
11720856_a_at	-1.162563489	0.006957124
11764240_s_at	-1.108694664	0.006961409
11747378_a_at	1.11998141	0.006965828
11733959_x_at	1.150765393	0.006966831
11726378_a_at	-1.0916456	0.006967628
11724103_x_at	-1.231964241	0.006967702
11726258_at	-1.147727925	0.006973996
11721014_s_at	1.105910752	0.006976631
11735705_s_at	-1.139387692	0.006987858
11715502_x_at	-1.079423442	0.006989406
11725909_a_at	-1.125357584	0.006990531
11744970_a_at	-1.099477569	0.006990607
11745433_a_at	-1.116687739	0.006997272
11731134_a_at	-1.172912478	0.007000383
11729706_x_at	-1.146292692	0.007001901
11721380_x_at	-1.204553872	0.007007253
11716903_a_at	1.133596583	0.007013934
11720467_s_at	1.114433206	0.007015448
11742776_s_at	-1.196760331	0.007019547
11723115_s_at	-1.147122331	0.007023417
11750255_x_at	-1.189717245	0.007024314
11746325_a_at	-1.126248042	0.007024824
11747250_a_at	1.154525143	0.007029382
11722175_a_at	-1.16198452	0.007029918
11716211_a_at	1.092564247	0.007029953
11734850_s_at	-1.126431841	0.007033983
11748352_a_at	1.127550134	0.007035159
11730722_a_at	-1.101248531	0.007038926
11739359_a_at	-1.157992876	0.007039506
11738251_x_at	-1.097811117	0.007046734
11727230_a_at	1.110608381	0.007056368
11754867_x_at	1.15278131	0.007057913
11716050_at	1.129926362	0.007064299
11718969_a_at	-1.164844054	0.00706961
11746049_a_at	-1.154921103	0.007070023
11736842_x_at	-1.155896059	0.007072004
11739320_x_at	1.124440598	0.00707544
11724448_a_at	-1.117998192	0.007075457
11720446_a_at	-1.130547198	0.007082102
11716461_at	1.120283348	0.007085909
11723253_a_at	1.11628223	0.0070891
11723637_s_at	1.151966801	0.007094869
11743685_a_at	-1.09659675	0.007099261
11730497_a_at	1.10231024	0.007099879
11731128_x_at	1.123773964	0.007100539
11745784_a_at	-1.104645097	0.007103738
11717767_a_at	-1.097508596	0.00710454
11722653_a_at	1.11634927	0.007112924
11728888_s_at	-1.143317023	0.00711717
11727801_a_at	1.151209129	0.007118252
11731635_a_at	-1.102008116	0.00712036
11762195_a_at	-1.172266595	0.007120475
11726195_a_at	-1.109063622	0.00712374
11739039_x_at	1.129205536	0.007127212
11718582_a_at	1.089234618	0.00712963
11722193_a_at	1.117000808	0.007135041
11750737_x_at	1.132279628	0.007137604
11728690_at	1.105392334	0.007142158
11747336_x_at	-1.107633818	0.007144902
11756211_s_at	1.089417227	0.007147284
11751363_a_at	1.114151613	0.007149435
11755189_a_at	1.138968498	0.00715251
11717638_at	-1.095370809	0.00715561
11729625_a_at	1.1741201	0.007156387
11719317_x_at	-1.255059929	0.007158949
11763920_at	1.151618599	0.007162292
11747193_a_at	-1.195391209	0.007168493
11749979_s_at	1.123888181	0.007182386
11738779_a_at	1.16572507	0.007182847
11727033_at	1.125094126	0.007182885
11753805_a_at	1.12505064	0.007183479
11715645_s_at	1.090414379	0.00718429
11752604_s_at	1.090414379	0.00718429
11764283_s_at	-1.287872773	0.007186833
11723860_a_at	1.174185345	0.007187206
11750163_a_at	1.132907737	0.007187825
11728009_at	1.144281359	0.007195525
11749495_a_at	1.149242607	0.007196546
11748955_a_at	1.114519271	0.007197223
11735487_at	-1.392978463	0.007197922
11725338_a_at	1.11708779	0.007204625
200007_PM_at	1.084746567	0.007209636
11745846_x_at	-1.14712101	0.007209639
11748195_a_at	-1.232793878	0.007210553
11726129_at	1.111057292	0.007212635
11759567_at	-1.13307995	0.00721716
11733034_s_at	-1.16110241	0.007230995
11717469_at	1.170347616	0.007232574
11737373_at	-1.160973057	0.007233222
11751150_a_at	-1.138453195	0.007234138
11735890_x_at	1.196423424	0.007244866
11724016_a_at	-1.130371182	0.00724662
11717103_s_at	-1.120074471	0.007249882
11718438_s_at	1.090668522	0.007250069
11716536_a_at	1.112562999	0.007251463
11721328_a_at	1.114664448	0.007252699
11719630_a_at	1.125416362	0.007253051
11751329_s_at	1.137766506	0.007253378
11730202_a_at	1.103937842	0.007257768
11739352_a_at	1.125418719	0.007260683
11725976_a_at	1.16146114	0.007260882
11750295_a_at	1.086329434	0.007260926
11731741_at	-1.191408074	0.007262072
11715541_a_at	1.147500507	0.007263729
11747776_a_at	1.123472921	0.007264941
11751584_a_at	-1.106336717	0.007266237
11734842_at	-1.12747178	0.007271426
11751047_a_at	1.13397431	0.007273397
11739009_a_at	-1.093070886	0.007277761
11748688_x_at	1.128185599	0.00727898
11758466_s_at	-1.200960914	0.007280483
11732365_a_at	1.114487319	0.007286928
11730806_at	-1.121608652	0.007287055
11759344_at	1.177892974	0.00728768
11743275_a_at	-1.093754734	0.007290034
200074_PM_s_at	-1.08370456	0.007290052
11753430_x_at	-1.216232432	0.007295591
11720891_a_at	1.139362307	0.007300152
11759419_at	-1.126960893	0.007301714
11747849_a_at	1.155941421	0.007302393
11752362_a_at	1.147612446	0.007305201
11751617_a_at	1.289706888	0.007310346
11741147_a_at	1.087371151	0.0073106
11721379_a_at	1.222953316	0.007311071
11718505_s_at	1.079481146	0.007316255
11744754_a_at	1.168987112	0.00731812
11758161_s_at	1.099096945	0.007319483
11745184_a_at	1.083511329	0.0073234
11721306_at	1.159493034	0.007337273
11747478_a_at	-1.213568615	0.007343064
11730193_at	1.16818329	0.007343859
11750693_a_at	1.089545486	0.007344369
11739551_a_at	1.19240333	0.007344803
11748050_a_at	-1.220097527	0.007344894
11741917_at	1.115259546	0.007355401
11754507_a_at	-1.176939632	0.007358978
11739924_a_at	-1.126641157	0.007361587
11740987_a_at	1.116608745	0.007363509
11759544_at	-1.109239388	0.007365131
11760201_at	1.111411433	0.007367429
11740597_a_at	1.109904409	0.007369796
11763540_a_at	1.127840706	0.007374826
11726235_a_at	-1.140320235	0.007380789
11763387_s_at	-1.170442537	0.007383531
11758665_s_at	-1.120395138	0.007385352
11755801_a_at	1.219774792	0.007388811
11742631_at	1.161214645	0.007393732
11730749_a_at	1.088868094	0.007396069
11761979_a_at	-1.201245319	0.007399331
