	C1	C2	C3	RA1	RA2	RA3	high
MYO1B	376.687623063477	365.427257504864	361.925686191922	451.879578288302	515.805528387502	506.410950448466	8.52340498359053
IARS	366.409444803143	361.51213841786	374.010405850282	246.483631629117	292.33202754197	291.291331462792	8.52071591999001
SPAG9	374.010405850282	353.369887926283	374.785151202657	359.231480702191	377.185840963255	345.762911966817	8.5206299605721
RPL30	356.440783765522	389.792657299098	354.680694685631	271.144436922904	332.413346907873	355.641673458647	8.51815290284043
NASP	351.988556332956	355.133551351057	390.37907149285	309.35076535856	324.793451818465	315.633653909786	8.51344482389955
DHCR24	331.145386761864	371.094533242773	394.316887668762	347.87962891551	362.716665871522	359.231480702191	8.51005852550627
RPL31	366.096123311215	373.382607764192	354.351571386924	273.172620296488	346.588924505085	350.369591674132	8.50987574693963
RPS27A	357.007321196836	383.281246500076	345.762911966817	255.566699031254	321.891925942582	327.827664943467	8.49856958915166
LAPTM4B	337.363586230113	378.356808275944	368.935754237995	226.13098981163	304.419661470699	292.949849652116	8.49632994930975
C17orf76-AS1	344.358355910305	374.785151202657	364.45373320121	276.73846265174	331.62612158439	338.807690299904	8.49575957590482
DBN1	334.148919950471	359.231480702191	391.40197314769	363.649681407657	416.335996718972	412.152091806013	8.49520819777316
RBMS3	370.147693775078	354.351571386924	353.369887926283	271.445498641023	279.747191436865	294.02537245944	8.48867672105158
MT-CYB	310.146627000024	411.954954869442	362.716665871522	746.771163820552	413.340042556182	264.281085137246	8.48861621132594
ALDOA	364.113758800444	340.410124304922	373.382607764192	454.729896165378	410.050644480417	499.574637740803	8.48796216668713
PDIA6	332.413346907873	384.455640587332	359.231480702191	364.113758800444	392.209164328988	394.316887668762	8.48409260306646
CSE1L	360.818043674967	361.925686191922	349.056540361411	240.055365022979	303.544022014751	303.981335062196	8.48066476671105
GSTP1	354.351571386924	369.554630075065	347.171657279571	265.517211709687	293.563876199228	313.928005195282	8.47939561256702
ATP2A2	353.369887926283	344.358355910305	369.851043051372	424.03215817762	381.101455829678	335.180785888089	8.47453423524535
MCM2	350.369591674132	346.588924505085	369.851043051372	275.30028712591	310.146627000024	311.128028464369	8.47353867886288
DEK	385.056451721889	356.440783765522	326.735675992176	243.128393685799	285.511509980937	314.827032298402	8.47280831587651
ACLY	347.171657279571	357.007321196836	356.440783765522	380.776989105089	337.363586230113	353.369887926283	8.46561127354916
DCHS1	344.090678048763	331.145386761864	383.281246500076	510.171209322742	418.774764298775	388.185049532008	8.46007518251167
DDX3X	359.231480702191	333.050906163116	363.649681407657	355.133551351057	369.554630075065	378.356808275944	8.45825812429138
TRIO	335.702660018284	340.010535905436	380.776989105089	467.25939384512	464.318407114582	418.774764298775	8.4577594289817
NUDT21	380.776989105089	349.056540361411	326.256575883873	251.894925080388	286.307001938232	306.18314450959	8.45666086355184
LARP1	364.45373320121	337.363586230113	351.988556332956	412.152091806013	290.486470488941	289.902852103829	8.45571234537596
RAD21	363.649681407657	350.369591674132	336.990861142724	319.340601543192	344.090678048763	360.818043674967	8.45190163968959
FADS2	305.878567956654	366.409444803143	381.42619903803	409.127023507415	453.426662384629	449.881927287518	8.44979607582172
SSRP1	347.87962891551	352.98812578678	344.358355910305	340.410124304922	311.128028464369	322.934862838609	8.44456236920559
ENAH	368.935754237995	336.990861142724	340.010535905436	338.458464683912	340.410124304922	322.334857158986	8.44440903288954
ARHGDIA	361.51213841786	334.148919950471	347.87962891551	379.656724766934	322.934862838609	358.853716558594	8.44156402324958
CHD3	354.680694685631	326.8457016077	361.51213841786	480.576272552315	407.801879945237	379.656724766934	8.44024772964847
RPL21	348.422970361371	366.409444803143	327.48703219131	246.833936629606	288.814339476927	316.614459781743	8.43910092674657
FUBP1	338.807690299904	344.090678048763	348.422970361371	286.307001938232	316.614459781743	318.40247532357	8.4252212459088
PRDX2	340.410124304922	354.680694685631	336.225099621562	298.297504800663	320.067573906132	344.224490960382	8.42493024960012
FLNA	345.762911966817	308.64110806009	378.356808275944	645.250325480426	551.576866029512	523.592342651833	8.42234311017149
RPS15	346.26999292223	351.181625228536	331.145386761864	318.40247532357	347.87962891551	355.133551351057	8.42104935408759
SNRNP200	358.387787338038	323.909963804297	346.26999292223	596.910682752533	349.056540361411	318.817383387575	8.42019342158335
GATA2	324.793451818465	351.988556332956	350.369591674132	446.320907075771	487.940998506627	454.729896165378	8.41849907041946
SYNE2	327.827664943467	348.422970361371	344.090678048763	392.209164328988	391.40197314769	324.351406999247	8.40937824097087
RPLP2	351.181625228536	347.171657279571	321.891925942582	285.511509980937	315.050681911477	336.990861142724	8.40867049764989
RPL35	340.010535905436	358.853716558594	321.342036406597	254.50700285979	291.934830494314	302.472241112753	8.40821786770313
EWSR1	336.990861142724	325.519821529247	355.387521592701	321.342036406597	355.133551351057	340.410124304922	8.40547215251184
PEBP1	346.588924505085	345.762911966817	319.340601543192	240.694621788303	268.861838644794	299.51165064325	8.3965577470619
RRM1	336.225099621562	332.413346907873	335.702660018284	256.11081469691	291.291331462792	319.340601543192	8.38705275840221
SEPT11	359.629653310252	338.458464683912	307.857379639206	292.608683642435	263.171044854326	271.657513977186	8.38644050096269
CCT2	342.283674487714	338.807690299904	322.934862838609	228.878249315813	279.029597170018	298.297504800663	8.38615695719038
HIST1H4D	352.98812578678	335.702660018284	315.633653909786	275.30028712591	311.960831848863	363.649681407657	8.38554107657948
ADAR	335.180785888089	336.225099621562	328.960163686998	361.51213841786	326.496038059132	321.342036406597	8.38128277795655
CDH2	306.509309058093	347.87962891551	346.588924505085	260.222112478693	271.294926020147	268.172102221916	8.37977107116482
TUBB3	326.8457016077	331.62612158439	338.458464683912	272.584561344568	335.180785888089	347.171657279571	8.37623824724827
MAB21L2	355.641673458647	312.339216114178	325.519821529247	391.40197314769	457.169176672041	477.085034477011	8.3692840234568
TKT	329.482294255818	329.482294255818	329.482294255818	331.145386761864	310.691183222719	307.857379639206	8.36405712943702
SYNPO2	322.334857158986	335.180785888089	326.955764273467	371.094533242773	385.240602302409	338.458464683912	8.35805456215989
AHNAK	338.458464683912	342.283674487714	301.135176457712	857.191779733274	640.015413790863	453.426662384629	8.35205036479949
CNOT1	349.056540361411	320.067573906132	308.82324076399	396.687192122892	318.817383387575	303.050637330146	8.34672905526518
BPTF	327.48703219131	310.146627000024	338.807690299904	389.183996553685	365.427257504864	332.413346907873	8.34547446861592
KIF5B	333.050906163116	317.629016794176	323.909963804297	336.225099621562	338.807690299904	342.283674487714	8.34341561303265
CNN3	321.342036406597	322.934862838609	327.827664943467	306.18314450959	359.231480702191	395.623567960755	8.33995303095449
COL4A2	328.960163686998	302.472241112753	340.410124304922	307.857379639206	268.391325683407	283.1158981752	8.33785271664179
SOX4	312.339216114178	321.342036406597	334.148919950471	442.603300980976	465.389425456977	494.176837184784	8.33309440663069
IPO7	325.519821529247	324.793451818465	316.614459781743	271.657513977186	270.859205224961	284.361258390053	8.33218788509327
LARS	320.067573906132	318.817383387575	324.793451818465	233.372349671218	255.863644460007	257.762215622041	8.32739931144673
CAND1	326.256575883873	311.582905978282	322.334857158986	258.048465255643	293.069452021596	305.180663778862	8.32191728184237
PGK1	323.909963804297	314.938837252216	320.067573906132	371.807310112389	356.041004418427	462.759850486509	8.32020320618455
H2AFY	314.827032298402	326.8457016077	315.050681911477	316.614459781743	334.744470528589	326.955764273467	8.31677388250941
P4HB	293.189103221026	322.334857158986	342.044769384459	305.878567956654	326.955764273467	327.48703219131	8.31538181051065
APP	285.229825954083	328.960163686998	342.044769384459	311.128028464369	301.629224393921	280.015494972639	8.31193049155656
HIST1H2BK	341.806031030752	303.544022014751	308.459082771428	258.770308689785	238.677965674726	333.050906163116	8.31057710379291
PCNA	317.629016794176	326.256575883873	305.180663778862	198.795872150424	241.419830452356	265.517211709687	8.30486060687829
FADS1	284.441769636248	327.48703219131	335.180785888089	278.217928480019	323.909963804297	305.878567956654	8.29869304529131
MDK	299.055592374984	327.827664943467	313.329057351672	407.801879945237	437.726380016057	401.132332527869	8.29086614676297
HNRNPUL1	322.334857158986	310.691183222719	306.509309058093	340.010535905436	281.66971874269	309.35076535856	8.29051365696668
LMNB2	331.62612158439	300.663681516225	305.878567956654	313.928005195282	294.496468693853	326.256575883873	8.28741195098608
NRCAM	286.613780858416	316.614459781743	332.413346907873	294.02537245944	314.827032298402	259.612956965866	8.28212733409429
RPL24	311.582905978282	334.744470528589	288.211454213162	239.31508189803	259.575756677304	290.486470488941	8.28045751778678
DPYSL5	322.334857158986	305.878567956654	304.419661470699	291.934830494314	230.270070488548	255.566699031254	8.27971644810092
GDI2	318.817383387575	321.891925942582	292.33202754197	226.395724780134	282.241597521128	302.124082874307	8.27949438361171
PTBP1	318.40247532357	301.135176457712	312.339216114178	327.48703219131	309.35076535856	312.339216114178	8.27864836141864
HIST1H2BD	334.744470528589	297.665116790124	300.019067169516	251.423135889117	254.170838777494	341.806031030752	8.2777910494318
FKBP4	326.8457016077	309.35076535856	295.645541086078	243.128393685799	246.483631629117	264.531118906045	8.27776347181444
VCP	300.663681516225	314.938837252216	310.691183222719	303.050637330146	371.094533242773	351.58485927988	8.27009071887191
TUBB2B	313.329057351672	311.128028464369	300.663681516225	221.577357704556	261.597279208061	295.274018665199	8.26830203811644
SMC4	313.928005195282	294.02537245944	311.128028464369	356.440783765522	333.050906163116	325.519821529247	8.25848377636116
DDX21	316.614459781743	306.18314450959	296.105885964182	170.094010998773	196.008262629419	207.452021542742	8.25826791562931
TPM4	303.050637330146	315.633653909786	299.51165064325	282.700912501844	336.990861142724	376.687623063477	8.25733020254513
CBX3	305.180663778862	319.340601543192	293.189103221026	202.119974916327	258.770308689785	271.657513977186	8.25605320049962
SRRM2	311.128028464369	275.037453318661	331.62612158439	741.136831031144	351.181625228536	280.582171147438	8.25275422626689
CCT6A	315.050681911477	313.329057351672	286.307001938232	218.479444345018	243.163535568451	255.863644460007	8.25079800761605
ARPP19	315.633653909786	308.64110806009	289.902852103829	241.857251350778	260.097256547742	284.441769636248	8.2504397875612
CALM1	302.124082874307	313.928005195282	294.496468693853	245.300515054334	302.67590741369	320.067573906132	8.24513127623357
CBS	289.376859520208	282.908329248024	337.363586230113	284.401511164158	300.663681516225	283.80418553875	8.2397190145938
KIAA0100	294.02537245944	302.124082874307	310.146627000024	297.665116790124	281.498481038127	261.460046323405	8.2385336161317
HECTD1	307.857379639206	295.274018665199	303.050637330146	296.105885964182	307.857379639206	301.135176457712	8.23848133872153
EIF4A2	290.486470488941	283.80418553875	333.050906163116	229.866287753892	308.82324076399	306.509309058093	8.23689270469042
NCS1	308.64110806009	306.509309058093	289.376859520208	299.055592374984	281.084714577398	300.663681516225	8.23545974911509
NCAM1	292.949849652116	307.857379639206	302.574057126937	428.142267848863	289.376859520208	233.372349671218	8.23392424199014
DNMT1	303.981335062196	280.582171147438	318.40247532357	347.171657279571	296.105885964182	288.814339476927	8.23160873442929
STARD7	303.544022014751	305.180663778862	291.934830494314	222.465661200994	250.71270091906	271.144436922904	8.22959474475228
ACVR2B	308.64110806009	284.694982029792	303.544022014751	303.544022014751	258.363847181968	247.797193893604	8.22294054101837
MT-ATP6	273.172620296488	346.26999292223	278.688920322824	515.805528387502	340.010535905436	211.724032402215	8.21731149331024
PRKCA	306.18314450959	299.055592374984	285.511509980937	273.765178634152	217.086656860467	191.037384250236	8.2133086789374
BCLAF1	310.691183222719	303.050637330146	276.981218206566	261.734584122325	298.297504800663	279.603900362988	8.21213229975663
CDC42EP3	304.419661470699	299.51165064325	284.361258390053	202.885163509441	215.84117948325	213.165954640463	8.20932238591174
MSN	275.037453318661	302.67590741369	309.35076535856	299.51165064325	319.340601543192	324.351406999247	8.20607136910613
PLXNA1	295.274018665199	288.211454213162	302.574057126937	155.948000155791	137.102556411717	117.519997905326	8.20601298531958
EIF3A	300.019067169516	286.920888493251	298.297504800663	262.121589737271	267.953057823313	270.027567096627	8.20467589137039
PTPLAD1	265.197541187079	318.40247532357	303.981335062196	223.355224502408	305.878567956654	297.665116790124	8.20449008768076
GPI	301.135176457712	289.902852103829	292.608683642435	414.986680903601	293.069452021596	366.409444803143	8.20217397463328
HADHA	302.67590741369	295.645541086078	284.694982029792	276.058880658294	275.037453318661	287.486736223422	8.2008759985999
MCM5	273.653021625052	292.33202754197	317.629016794176	217.493407978699	266.595276248089	248.552281035646	8.19962232287373
ALK	276.281232723581	285.511509980937	318.817383387575	489.29285146342	494.176837184784	450.462058293903	8.19466177864058
SLC25A3	294.496468693853	303.981335062196	280.582171147438	220.5520365574	285.886742038787	296.105885964182	8.19407499545847
EML5	284.361258390053	279.747191436865	314.827032298402	232.243614832538	288.211454213162	266.191670389979	8.19265885417675
BTF3	298.297504800663	304.419661470699	273.877381610933	218.056380272103	229.866287753892	277.224186707071	8.18930404826744
RPLP1	309.35076535856	278.45332481863	286.920888493251	279.316601163358	278.688920322824	295.645541086078	8.18630023166507
RRM2	302.472241112753	300.019067169516	271.445498641023	268.861838644794	250.402541855327	244.827758638899	8.18469602277543
