	C1	C2	C3	RA1	RA2	RA3	high
BUB1	88.1944369795027	80.0483222887161	77.0010109306405	87.3949728509888	82.8989076195312	84.9250292960527	6.35074016518322
MAP3K7	87.3201385548323	81.2874387220988	76.550204159118	65.9355344517432	71.9400855132255	84.3567493527051	6.35051245355887
AKAP12	80.0431191084815	84.0664957683855	80.7425130277048	159.029626091998	148.054581663115	129.453678967463	6.3504736995451
IDH1	77.595530167631	86.8781381788069	80.5584496125464	96.6004201832268	125.359563660137	139.146841207727	6.3502623128237
SHISA5	81.4433186219026	84.4858065744132	78.8281941896649	76.1606242662604	85.7714624097306	85.1982333534266	6.34966711709968
SEPT8	83.7055401717453	79.3329415302543	81.5428721915297	85.6458700121059	80.4075644189048	80.9917987745851	6.34886207133031
ARVCF	76.9817815796682	77.9206042895024	90.2187886550488	65.3997351148628	64.0917683468892	59.761493964731	6.34857804187882
STAT5B	82.6843120893111	79.4132403078529	82.3106607927117	88.4843921623668	85.4230006780375	81.438231116989	6.34795225869
RBM12B	86.2341283409302	76.1893733170024	82.0343516581071	84.3668683191558	82.8989076195312	75.4780762403041	6.3466203942751
NFATC3	86.6023544227786	82.5788336872677	75.3439966034455	77.8350496538812	67.6640343371165	69.7402705585551	6.34648504579647
CLK1	72.8718299828905	73.738360710238	100.05361321873	80.7331553738611	115.975690381631	110.351496572391	6.34542073737873
CARM1	81.3627259234517	78.5739625883641	83.815914330043	80.9821560908052	75.9474577299011	80.9917987745851	6.34380927231849
FANCA	74.9050645774102	75.4780762403041	94.7746615538341	97.819249886878	95.8328176159377	83.0538163514608	6.34380220130968
ZNF714	81.5634614653528	75.9617356142794	86.3439557241072	75.1596676980398	75.5036437164663	82.1862092049463	6.3430251154597
PARP6	77.2703078269847	76.9867431848623	89.8599273006818	67.5941532946924	83.9559259649233	75.2690655861371	6.34266212181221
CDK13	84.4858065744132	78.3427207694133	80.7425130277048	87.2396219224355	82.8989076195312	83.1148078913143	6.34254033313824
CASK	80.8421024106216	83.4805855215861	79.15949194218	89.6617744548836	74.6914017066163	71.8548055020301	6.34236473284146
DROSHA	83.1848228788266	82.4844861949868	77.8550833143927	100.05361321873	75.5036437164663	67.5447153985114	6.34233955197556
ZC3HAV1	84.4858065744132	78.1860505489793	80.8421024106216	82.3746941216064	71.2866872697154	73.1276557137703	6.34217045083938
SEZ6L2	75.3240696165228	80.6236083767781	87.8566221321157	110.470039532198	96.9596882220029	99.3102299802415	6.34174953964011
SGCB	83.0690711851639	85.0544158160866	75.4780762403041	115.947153684135	91.9076462415751	83.5354340121971	6.34151316652009
OST4	78.4275246808267	88.8126999013613	76.550204159118	61.2243050381021	85.4772903237452	79.7815656149911	6.34143885621579
TULP4	88.3049072912062	82.44461260728	73.1229861528197	119.234868564652	95.5220699456908	89.1545150178285	6.3406760362922
ZZZ3	83.3651909418207	78.7034941696089	81.1028570769481	56.3566725451432	63.2694044793102	73.3617398036271	6.3404699414577
HIST1H2BB	89.084155203518	75.4780762403041	79.0332908049212	59.4327179150941	72.0201826793629	113.325729551404	6.33982375665228
JARID2	76.6509209043678	80.7378340652119	85.7808553315299	191.269156125311	192.309158955125	161.30121300845	6.33932933180119
RNF111	80.8421024106216	76.321146067695	86.0207228550354	140.609589048244	141.937711355316	146.812428899001	6.33921940546678
GPX4	82.5939494923575	83.9359112297174	76.5098325717621	74.7405873160631	88.5988098256975	89.1545150178285	6.33891791231112
ALKBH5	83.7055401717453	80.6833559512727	78.4938876068564	92.5543191740327	75.4130984600239	89.71175267329	6.33865293486519
ZNF33B	78.5739625883641	75.3090963452665	89.5538929267541	60.3623008900398	71.3769533444124	76.0903235213278	6.3384719619
SCARNA7	64.5701873767716	81.6186202950883	100.521629840172	62.4846894113274	104.457761167432	93.2015359583822	6.33832829480052
ESPL1	76.2049133334601	76.8772309867605	90.4233886390276	93.8119102184847	91.7783787471618	88.2238366824525	6.33830688690474
GGA2	82.305587559976	77.2604292452621	83.2812528128486	86.9374115438657	78.0211771936458	71.3169804953973	6.33816537490692
WDR1	86.3088148365654	84.3261309029433	72.7378809393695	110.585083553406	103.038021397365	127.762247195926	6.33799295135066
EIF4G3	80.0431191084815	77.0906776094728	85.7808553315299	93.5820077451111	90.4986679015407	93.0863536226431	6.33792459403542
NCAPG2	83.3651909418207	81.4079861071544	77.9105482700939	84.0763835046102	77.6905177084356	70.1934193868693	6.33740613162787
IDE	81.8232030026885	80.6933027378754	80.0431191084815	64.2398280189234	75.5777590925537	73.6081762531865	6.33717354159068
ZNF260	90.3486169193555	78.1860505489793	74.7161540128785	76.5804572725352	78.4275246808267	84.7757344122049	6.33653940988572
AP3M1	85.70597539985	81.7290784839217	75.3439966034455	69.2370331832133	75.8068588272449	77.7299437125664	6.33650736914032
FH	77.8197893685541	88.5436576198118	76.4306449817013	63.4689081027042	76.6509209043678	77.5211425204043	6.33548717852009
MEIS3	80.7425130277048	82.0343516581071	79.44378528164	117.216649645211	113.306727516122	122.52331040408	6.3350917668062
ADRBK1	82.864379999555	78.4172236663514	80.9017538518942	83.8556631905124	84.396359466295	94.4029639030013	6.3346259692342
AMD1	83.5354340121971	78.7835837076393	79.8417914667757	50.1818180982247	56.3716528936405	67.5447153985114	6.33440390306347
PRR11	87.1055680850893	79.44378528164	75.8019004034171	79.0332908049212	75.1793412523944	82.6742639473655	6.33357253720265
BASP1	82.6843120893111	81.788133424131	77.5257935566033	102.483139885276	91.6458934551683	100.003779705917	6.33332194699075
NPEPPS	84.0566091950001	85.2232328552498	73.1229861528197	135.520615565651	107.675691815598	94.6253073363239	6.33290577062902
PIKFYVE	83.0690711851639	79.3329415302543	79.44378528164	118.202765695381	113.464530015887	104.457761167432	6.33265003858026
LTA4H	84.9953102521656	78.0905503191019	78.8281941896649	55.6707522424773	65.6449455568818	67.5447153985114	6.33234241000793
SNORA73B	65.6595754819681	88.244120973914	90.2187886550488	94.2095989806259	116.536435919252	70.2979497710974	6.33190592945223
KIF23	81.5634614653528	75.0792864574609	85.1732411849922	78.0503824801403	86.8128143072395	96.0020848367761	6.33084082599878
KIAA1524	76.6509209043678	75.6824878585964	89.7663483763228	80.9821560908052	97.9280523424466	93.8119102184847	6.3300738774365
BRD7	81.0225299223047	80.9917987745851	79.15949194218	71.1248077114506	74.6914017066163	77.5211425204043	6.32888186652501
CD63	71.2767372813951	92.435041630965	78.6933027163206	81.5428721915297	93.9111701855037	91.1718099031082	6.32796543840346
PPP3CA	85.4822751491593	80.9623720699719	74.8853775261767	72.3531762624706	68.3914242569181	78.768428900703	6.32778172973411
RN7SL3	78.882740823792	78.6435199771019	83.3651909418207	71.4674104905991	82.7636221665676	96.9596882220029	6.32675565803016
RNF168	82.9285398889168	75.3934834902135	82.5637206485738	72.0842998070319	72.9574457439122	74.6662122394159	6.32586693120783
AAAS	77.4351919398636	81.8685385588731	80.9017538518942	62.9106275194844	71.2866872697154	77.9507721878788	6.32275126062404
USP39	80.1432859235026	84.106227100514	76.0322554344712	69.3616678178352	65.0491520757258	66.9036973267447	6.32239671817634
UBE2K	91.838318985145	83.3651909418207	66.9036973267447	105.134395394269	77.1399510590713	63.2593859816277	6.32213719149194
ZMYM3	82.5141529340382	73.0729165079559	84.8049518507854	92.8775990064306	80.8622486025014	79.9923497177667	6.32130372522081
RABGGTB	73.5206924518996	79.7267939783227	87.1646619350853	59.761493964731	81.6736568706177	78.6983982779904	6.32091421834297
GAL	77.8197893685541	87.7404440951883	74.7901800059292	109.489829076766	106.286991380173	115.990505990167	6.32067074149173
WDR62	77.0212565894594	75.2242621066948	88.1346572875263	77.9306616068549	84.396359466295	76.4352874118251	6.32064947948945
MED13L	81.1524314932986	81.2874387220988	77.3404833581094	89.0689386155278	75.5777590925537	71.3169804953973	6.32022493940282
WDHD1	84.3261309029433	78.4938876068564	76.9217808236697	61.5128571990984	63.7923689056247	66.5140962521382	6.31924550783299
DSTN	88.4445737398756	83.7553944101101	68.6164016074628	72.5722682788531	65.1342661524047	72.0893777756888	6.31843116681997
COG4	79.1141381478318	80.3826756230539	79.9121595732288	69.3616678178352	83.1294639764784	81.969060550137	6.31833982097207
ZMAT3	95.5823007481988	76.1893733170024	69.480322384107	94.4667499529104	66.474480293874	72.4525313830071	6.31624067209537
PHRF1	82.305587559976	70.2132351704201	87.5012572530289	89.1347395795736	81.7537213819695	85.1982333534266	6.31594047009145
DNM2	76.3606911833274	81.8685385588731	80.8421024106216	98.0026715476817	89.4447799628713	89.0689386155278	6.31567680983267
MRFAP1L1	83.8556631905124	78.7034941696089	76.4306449817013	58.1463124410559	68.7464991600304	72.5326200473039	6.31475713235546
ZNF43	72.7124013640094	81.2118780794378	85.3328734705689	79.15949194218	90.3783602875988	75.4780762403041	6.31425936942895
NAA25	82.2057388788332	74.6160855200214	81.8732276130705	66.9539962645727	71.4724835990131	63.4639420283931	6.31263394828178
YTHDC1	80.8421024106216	79.44378528164	77.9606402923947	73.7287259950872	82.330471930366	84.4754153548939	6.3111904768997
NPAT	78.6384240092475	78.5739625883641	80.9917987745851	60.3623008900398	70.5148242210327	69.156554260274	6.31094861367837
PSMA1	77.9206042895024	82.3106607927117	77.8550833143927	58.812853025982	72.7073351800295	80.9917987745851	6.30988656282463
PSMC1	76.8720099446055	84.4111091843031	76.9217808236697	60.8455766210884	79.3634601545243	81.8685385588731	6.30968924001313
TIAL1	81.7731577490491	75.3934834902135	80.9522308553157	92.7339534230712	85.6458700121059	76.8824523835217	6.30964076916525
GNPAT	81.6837012314953	80.193943600857	76.1749974353663	66.5342809380645	76.9072003765997	77.2505519264615	6.30954778515239
NEO1	79.2833995579042	78.8229932396911	79.7622848682421	92.3851527069257	78.0905503191019	80.6933027378754	6.30904212754203
COPS2	82.7636221665676	81.7290784839217	73.4819224079576	65.8963846807513	63.0500028632694	65.9955074261191	6.30767330305059
SNAP25	82.1306308222873	77.7299437125664	77.6404933168548	67.3239491850769	65.8762411286807	67.1045278714031	6.30632814000134
ZFYVE16	78.6983982779904	79.9820733184535	78.7433264971071	80.3925555125452	96.0020848367761	90.1002186590735	6.3063176325883
FYTTD1	85.980970742375	78.4172236663514	73.4126147059625	66.9539962645727	69.420883833397	72.2780058582781	6.30566674498694
ZHX1	85.2232328552498	80.8622486025014	71.7661722751423	79.4132403078529	82.1959734618611	81.5428721915297	6.30526712060644
ZNF460	82.5939494923575	76.5349252310012	78.2058553518454	84.7253785812533	77.4905523893353	68.5408236147662	6.30507175188126
IP6K1	79.7421495079137	75.4780762403041	82.1056152808211	96.7497670131426	89.1247219819574	92.1768624326431	6.30488844152064
FAM178A	84.4258614800785	72.8718299828905	80.3037015904414	74.1656651224227	75.083934898156	81.6186202950883	6.30476566365524
NOC2L	77.7497407247346	82.1862092049463	77.2703078269847	56.5408787191927	60.3824382314244	60.5722105109876	6.30447754170203
USP36	76.8720099446055	73.1622650001958	87.6894462450077	71.735875883649	58.6985098135156	60.1020494081351	6.30391521138567
SF3A3	77.6404933168548	85.3682472948338	74.3953519797295	60.0823491233448	64.4202023537428	62.7049433271492	6.30383520577756
PPM1D	85.3682472948338	72.9173351046162	78.972890515363	67.3993357755039	60.5771936227802	76.9611615159408	6.30236772549552
UBE2D2	79.7421495079137	80.3826756230539	76.550204159118	64.580355620873	72.5528698482658	78.5436658691598	6.30147253488388
MPDZ	80.6236083767781	76.3912772422474	79.5778692242112	143.320846344161	141.333576358905	132.406023004733	6.30092060714755
XBP1	83.981262779068	81.4079861071544	71.646278224648	78.4172236663514	84.006607239536	90.4233886390276	6.30063795298609
ORC6	73.2525746069589	80.2833656811984	83.1294639764784	60.172168868717	69.420883833397	67.2541751018852	6.29970825327988
EIF3I	81.4433186219026	82.7838726390913	72.4525313830071	56.9534438448228	73.0527030328775	72.7124013640094	6.29932215650893
SKIL	86.9324255997283	78.8926825662778	71.1498280646325	276.058880658294	244.670861794789	200.370320744821	6.29881014950417
LRP5	76.3606911833274	75.1596676980398	84.960212559607	97.570078619051	79.0332908049212	71.5568281861252	6.29845350330037
MARK3	79.8417914667757	77.595530167631	78.5739625883641	74.85025911919	84.6859356541036	83.7355995069784	6.29765108172117
ZZEF1	75.6977520696935	79.0236530570992	81.3727803688089	104.850859155738	93.9111701855037	79.0032992377198	6.29762185629809
DLG1	75.1943678469744	81.5330963382537	79.3081666756143	61.389032059255	68.1424911936109	62.9657044331644	6.29708804301072
YTHDF3	84.0864225002348	75.2242621066948	76.8518963701291	88.2091356061293	76.8518963701291	82.8491326346248	6.29697868684197
SEP15	77.8197893685541	84.5858149776758	73.7287259950872	64.7292795966505	67.3946436985317	73.9488160185639	6.29618797734771
MTA3	77.9206042895024	79.5128828101451	78.3073399013472	107.344697159803	98.6849886466991	96.2926115221445	6.29604177273621
ATAD5	81.257027170632	70.725949287682	84.396359466295	74.1012981233963	80.4977742643012	64.2398280189234	6.29589909070872
LINC00599	62.3755291919018	74.5157953619628	104.189716426708	79.15949194218	98.5753476214289	88.9937147924775	6.29515056355949
BOD1	80.9320241870173	77.0508092944373	77.6404933168548	55.5404009318203	58.2421624816861	64.3391508308236	6.29503811950759
ZNF512B	76.5349252310012	74.3102714928542	85.1038737330263	91.0084981529831	84.7855017493609	79.7267939783227	6.29489632348279
SLC25A24	83.981262779068	80.8120994598128	71.2410404728032	77.0906776094728	90.6422777335194	99.576788274109	6.29437722246884
FAM219B	72.5326200473039	73.6081762531865	90.4986679015407	71.1248077114506	82.9734609706164	87.6148017730842	6.29405894383765
CASC15	72.0101244045483	81.0430659799697	82.7486806347247	95.8328176159377	140.759649188854	111.514975776634	6.29380303596944
MAP4K3	77.7497407247346	78.9628268455987	78.6384240092475	68.3612012141603	80.7378340652119	83.7751939927115	6.29367673220687
PPP5C	74.4956754714919	78.872800334125	82.1660405282209	85.4230006780375	79.44378528164	77.6404933168548	6.29367035857105
CELSR2	80.1432859235026	73.3320424825887	82.1056152808211	113.559557550252	73.788370569864	66.5942541904087	6.29343018743824
VBP1	78.768428900703	86.2937051689187	70.9645301828269	51.1351057036323	69.2567146634063	74.7359359428319	6.29325173961391
PRPF19	76.9217808236697	87.8811225155357	71.0646522313967	107.005628093793	83.1848228788266	56.5110157617849	6.2912872942507
MTSS1L	84.5858149776758	74.9636882741185	75.6021013273465	77.2505519264615	62.9757862055031	60.7508280002233	6.29027276641428
LSG1	73.7138865717303	82.1862092049463	79.1037277057667	52.2688510974939	60.172168868717	62.8048533644977	6.29012090815334
HLA-A	68.7764988257847	83.4805855215861	83.4653562584602	89.3351122872448	98.7847265248139	101.951394516032	6.29010606181266
PCBP2	85.4822751491593	83.099566958669	67.3993357755039	165.58350502342	93.7917989712826	71.3169804953973	6.2896616412484
MDC1	80.4075644189048	74.3446616820206	80.0431191084815	103.988609460313	74.5057388129744	71.085265474069	6.28937401857618
FEZ1	78.4275246808267	82.3106607927117	74.0667637876398	71.4674104905991	71.4724835990131	73.2120937769531	6.28901665114421
MAP2K2	83.3651909418207	78.9628268455987	72.6321551469233	80.3925555125452	77.1399510590713	83.0538163514608	6.28900380843578
ZRANB2	74.855237354903	77.6455839962827	81.9639858518368	77.0906776094728	75.6926650258345	64.7194761378698	6.28726052111777
WDR26	79.7421495079137	74.1703087481678	80.4977742643012	102.539094695376	90.4986679015407	83.8658400621383	6.28697248256721
INTS2	78.2920654566392	77.1754457201144	78.6933027163206	69.6409782625638	71.8844797319694	73.0627342574652	6.28634438593318
NUDT5	73.569864584859	84.3261309029433	76.6305120703204	57.6674452075489	66.7837374087375	67.2146497668803	6.28626597609761
SETD3	79.174565878859	81.1276404984628	73.8884018780413	59.9518914324527	69.9705130640781	70.5444291208062	6.28545426383005
TUBGCP2	77.5058459456996	76.8772309867605	79.6270023167583	76.24055497507	80.2630349217702	82.3106607927117	6.28530117831378
AP2A2	75.6324377026516	74.1703087481678	84.480610804887	93.7522402826619	91.2371769003448	90.3088376622839	6.28475048127461
SUMF2	65.2596135527398	86.080430754414	84.3466315999237	66.6142694563454	79.2139652853632	70.9050138573098	6.2846634938516
SERINC1	69.0261764364656	82.9234846575131	82.7486806347247	72.5722682788531	101.371102691052	97.4198044407215	6.28448163630363
OXSR1	82.3950382406328	76.4352874118251	75.1643176606795	77.9306616068549	73.6382870519767	72.5925738985642	6.28420950695743
CECR5	78.1411731775841	78.7532770089449	76.8518963701291	67.0140616768903	65.6449455568818	74.6662122394159	6.28376267232556
SNW1	74.2349313382459	84.9047342054259	75.0248256936446	61.648043537668	70.2676994189881	70.2979497710974	6.28369851816305
TK1	73.9182712755447	80.9118225625508	79.0332908049212	66.7535743325716	76.6305120703204	79.8725801442239	6.28350876733162
MECP2	81.3627259234517	70.6253002702289	82.2456188654377	99.6568241260348	71.5273869461836	77.0601121405198	6.2834254086872
PSMC6	79.7815656149911	75.9029079618689	77.9606402923947	60.4220983527943	77.6404933168548	74.4703330532724	6.28291360588783
BTBD2	82.3950382406328	76.8027617167358	74.5607376484243	84.2508818173867	72.7877153686955	76.1893733170024	6.28263868964762
KLHL9	83.7955516878781	74.5157953619628	75.5335062899514	77.0906776094728	85.5421924925463	91.4069043519755	6.28244032480213
NRD1	81.257027170632	80.5584496125464	72.0251470210315	95.1834410798777	77.4351919398636	71.085265474069	6.2822711623271
FAM64A	80.2833656811984	77.4351919398636	75.8019004034171	56.5919568189953	68.4856710671704	77.1399510590713	6.28203625954456
DAB2IP	77.8197893685541	76.1893733170024	79.44378528164	110.064517565716	89.4447799628713	87.3046609275162	6.28181517125294
DDX3Y	76.0903235213278	71.735875883649	86.2785981464485	72.7124013640094	78.0211771936458	82.9234846575131	6.28173160789291
COX6B1	73.0325991604904	86.3829766798273	74.5607376484243	65.0896644605486	78.7835837076393	81.2925054121904	6.28116267489286
ZFP91	77.6404933168548	75.6824878585964	80.0431191084815	68.2316630219211	68.6966543852354	75.8019004034171	6.28111015689186
SIN3A	79.1141381478318	77.3506416935989	76.8518963701291	101.83184621671	76.7423449548307	70.009674030605	6.28107131340189
ATP1B3	74.5858225473916	84.8244064141336	74.305289742747	76.8824523835217	79.7622848682421	76.5897470718387	6.2808766861344
SLC4A8	73.3023584792873	80.0483222887161	79.9526052330148	154.186685556918	156.267802878251	129.029138439475	6.27988670409611
MIA3	73.4819224079576	77.4351919398636	82.3848655531475	78.2006418016642	80.9725145550594	70.755406813409	6.27951412129974
GRB2	79.6270023167583	77.7694182308293	75.662441123266	66.7135568864972	71.2260803002067	83.8658400621383	6.27927410018595
HNRNPD	84.3261309029433	81.5330963382537	68.1424911936109	177.479177393399	87.0262857105094	62.7049433271492	6.27923484730423
DLD	77.3506416935989	79.0236530570992	76.6305120703204	69.8401948728649	73.6888787582018	76.1893733170024	6.27913367700878
RDH11	70.9152080317871	84.006607239536	78.5739625883641	66.9036973267447	84.3060329793674	81.7731577490491	6.27881115276331
MTRNR2L12	71.5174408426685	78.6435199771019	83.1948707219623	107.005628093793	85.0350503102175	75.3240696165228	6.27863395895661
PRDX5	77.9206042895024	81.969060550137	73.1229861528197	67.7095185386614	77.2703078269847	88.0047263708893	6.27773120041498
UBN1	85.547266320126	72.1388816282401	75.662441123266	75.6021013273465	75.2690655861371	74.3299561751023	6.27762013965124
CEP152	73.9182712755447	73.0325991604904	86.471580498361	64.1761672211363	69.8802394445595	64.6353409345704	6.27749397860134
GINS2	75.3240696165228	85.1631201873667	72.7378809393695	53.9413729403886	58.1211159307443	61.4581772169908	6.27727697910071
BLOC1S6	78.882740823792	78.7034941696089	75.0248256936446	63.8975963570184	66.474480293874	75.6723120597173	6.27642990480405
TRO	76.2049133334601	74.2446560107557	82.3106607927117	92.9276404997051	97.0996192848702	103.188628255537	6.27634492996414
COX5B	76.6509209043678	86.9768179800709	69.7009501513988	58.252129482192	67.5044207735406	70.2979497710974	6.27529888719479
POU2F1	84.7353374909371	72.5428050679061	75.5335062899514	98.3496377245911	77.0508092944373	71.085265474069	6.27489910771332
RIC8A	72.7877153686955	78.9628268455987	80.7425130277048	78.4938876068564	82.9938471865239	88.9937147924775	6.27466046524967
ATAD2B	79.3481993751436	79.1444208754071	73.8884018780413	74.68642642564	87.1646619350853	75.5828507328798	6.27460578286509
TGOLN2	73.3872864743693	81.2874387220988	77.7202052548961	93.9812754804871	76.1749974353663	70.4745234885281	6.27421219357524
MYCNOS	67.5991076068281	79.1444208754071	86.6430646518098	37.3989124818168	45.172114729933	41.6892115621753	6.27412013780783
MZT2B	79.942654071294	77.2604292452621	75.0248256936446	79.9923497177667	82.5389330703979	93.5119416891225	6.27394917006155
THUMPD1	78.5739625883641	79.9820733184535	73.7287259950872	58.1463124410559	67.7095185386614	69.7402705585551	6.27391303715333
ROBO1	78.768428900703	77.9908665080331	75.4180744161041	121.442951649314	103.322782036357	95.0644531634683	6.27387242701063
ACSL4	77.0906776094728	80.0483222887161	75.0248256936446	69.090685222377	81.1028570769481	83.1594480352109	6.27352664056506
AGAP3	78.0656537234653	72.8718299828905	81.3727803688089	85.2378987997546	75.4631118063875	78.0211771936458	6.27345991387766
MAT2B	80.9320241870173	76.8772309867605	74.3953519797295	60.980107915798	70.1191031304751	73.0225265248502	6.27342127511936
CTDSP2	78.6384240092475	74.855237354903	78.5739625883641	108.575321903239	88.6676008975397	92.435041630965	6.27305775764254
HSPA5	84.1957523405355	83.3651909418207	65.8762411286807	267.090079000729	123.891884059325	83.8658400621383	6.2729116957838
LTN1	78.0112286847655	74.7452389787839	78.972890515363	68.1177395197131	72.7877153686955	69.4449686806205	6.27093508792934
POLR2E	81.3627259234517	75.8319504986	74.6160855200214	68.2909406149773	72.5528698482658	77.9507721878788	6.27081493574698
KLHL8	82.0445273625684	77.1207149263993	72.6872313687665	67.0943542176337	61.5531048787215	65.5052650320825	6.2703372565644
TMEM43	72.0893777756888	81.5330963382537	78.2058553518454	66.6142694563454	74.6914017066163	72.3728758846035	6.27007780457052
LLGL1	79.5631360839479	73.6081762531865	78.4172236663514	82.4844861949868	77.4351919398636	82.5637206485738	6.26964033974993
ZNF516	78.2920654566392	77.8350496538812	75.3439966034455	108.124975767583	87.5160266768653	80.0431191084815	6.26952096956372
WDR5	76.5349252310012	75.6824878585964	79.2241411572849	68.177017841386	64.6498374119778	66.9539962645727	6.26926738592125
AVL9	77.0906776094728	76.1893733170024	78.1001738692799	68.7016153282688	74.6914017066163	75.5335062899514	6.26908541416286
PDE7A	78.4275246808267	72.5428050679061	80.4225761273555	66.5342809380645	67.8040186248072	67.7743003192405	6.26785914455788
KIAA1143	78.2920654566392	79.7267939783227	73.2627323520487	59.9518914324527	62.3364252253501	66.5942541904087	6.26759818416921
SSR1	76.9817815796682	84.1553185305821	70.5546163005151	81.6837012314953	73.202034113129	67.5447153985114	6.26736542508346
KIF20B	79.5128828101451	74.9050645774102	76.7321439937069	63.2694044793102	61.389032059255	75.6723120597173	6.26728908179614
DGCR2	66.7837374087375	83.6455800434451	81.6186202950883	80.3925555125452	80.3433478315999	79.4132403078529	6.26615624961831
PSMD12	81.5634614653528	78.0503824801403	71.5876012810768	87.6842305156431	70.725949287682	69.3564418489138	6.26594090974471
USP10	77.5304448718504	73.2627323520487	80.1432859235026	75.5086099181705	75.3735467405682	75.2442067484785	6.2654027993042
PPIG	81.9334574208182	73.8032050881896	75.2690655861371	61.9969098929706	66.2242831496329	72.4525313830071	6.26532583709123
SLC29A1	70.400264699487	73.8032050881896	87.5454474198578	44.7664690147977	48.278648275592	43.2157921120637	6.26502692170798
UBR3	81.4433186219026	76.4352874118251	73.0225265248502	86.9374115438657	85.980970742375	77.8299665483394	6.26472035057638
PPM1B	78.8281941896649	76.58510203133	75.2690655861371	83.5848749195187	76.1006447021758	85.8408236629324	6.26453894867344
FBXW7	75.6324377026516	69.4701364684612	86.471580498361	57.6226853566508	61.0302198088535	63.8472700212083	6.26446946457868
RALGAPA1	74.855237354903	77.3506416935989	78.4172236663514	63.1949370995531	69.6459386231516	68.0220428294031	6.26415712318854
PTP4A1	90.2988201977848	79.8317246531233	62.9308693676798	174.429067642482	90.0709993566946	63.6385028340023	6.26374049170456
IMP4	79.8417914667757	75.4780762403041	75.2690655861371	72.297920414063	71.1703104672606	77.3506416935989	6.2636810301542
GLOD4	74.9050645774102	81.8685385588731	73.9488160185639	59.4973834435944	70.2080111653755	71.3870157437539	6.26356124755939
ARHGEF11	73.1075998548444	72.5428050679061	85.4573365657091	105.258598634597	100.697352146045	96.3972410095019	6.26328085292006
FLOT1	75.9180437364324	77.3506416935989	77.16032076162	119.324420373575	126.986715692616	130.059285168517	6.26316650099226
SNRPE	78.2920654566392	83.5354340121971	69.2218915315995	52.0741050981074	63.5477798643662	64.4049815180122	6.2627556808615
PHF20L1	78.972890515363	72.7124013640094	78.8281941896649	81.3627259234517	86.3439557241072	88.6819390461658	6.26268498266728
CPNE3	79.1141381478318	79.7267939783227	71.6869671343338	62.2913445326054	69.2567146634063	73.6888787582018	6.26216511109022
ITCH	76.6509209043678	75.3090963452665	78.3073399013472	75.8118175754177	80.6833559512727	83.0538163514608	6.2620196946742
HIPK1	88.6235120660631	69.9851271479071	72.8718299828905	102.388406005448	83.6455800434451	80.4827547833439	6.26196112231132
ATP5G1	73.9182712755447	83.0188418841091	73.3719101401064	42.9660476386367	51.3547007715956	51.9288394004575	6.26012731742412
ICA1	70.1587508329765	76.6252822108204	83.6355288755666	22.9358038682472	23.3848507710694	24.8764070867767	6.25944792199579
ARFGAP2	70.2874988747467	77.5257935566033	82.4645469911539	70.6253002702289	86.9324255997283	84.3567493527051	6.2591676011748
PROX1	75.5777590925537	75.8019004034171	78.4172236663514	76.1006447021758	66.474480293874	54.6918828352276	6.25905020343113
CPNE7	71.3870157437539	69.8401948728649	90.0903276698671	58.8881270125992	49.9915145376275	42.7169954044431	6.25895859499142
FLAD1	68.8411846807844	77.4351919398636	84.1957523405355	48.0334551864538	56.3161972181029	54.3325163999777	6.25859767910334
ANAPC7	74.305289742747	76.321146067695	78.972890515363	59.9221911272936	64.1761672211363	60.2822874327974	6.2575631783527
WDR76	75.6324377026516	76.0903235213278	77.7943244033602	55.9611983509675	65.2296023634751	65.4404635372239	6.25738910178946
ELAC2	75.0746383045504	79.3329415302543	75.1643176606795	59.0586304555814	62.061017350376	60.0023462683543	6.25735929609614
RSBN1L	82.2456188654377	73.3320424825887	74.1703087481678	63.4689081027042	67.9130530559951	73.0627342574652	6.25700287064135
SUMO3	74.5858225473916	79.9274053679504	74.8853775261767	61.389032059255	64.8692535822134	71.5123428318211	6.25602000189382
NRBP1	72.7877153686955	76.321146067695	79.9526052330148	93.2670863719868	84.7855017493609	102.072171593324	6.25356904897097
SOX12	80.6883291913013	72.7124013640094	75.6021013273465	82.8491326346248	59.9323364668692	68.8211312388136	6.25292402568678
TMEM246	71.1703104672606	81.969060550137	75.9474577299011	66.8337068164342	72.3231152577768	68.9916520559352	6.25238031667392
UBAP2	79.1141381478318	72.3030005478976	77.4402691582295	78.8229932396911	74.5057388129744	61.9969098929706	6.25228643564835
STRBP	83.8556631905124	75.6824878585964	69.7603534465869	63.8975963570184	61.389032059255	62.6246347304133	6.25201978932399
SPRED1	81.6837012314953	72.3432355635725	74.8853775261767	75.083934898156	80.0431191084815	84.2508818173867	6.25179156210893
WDR12	74.1556027707026	76.7219443885439	77.5257935566033	54.2622756372735	56.6568977882291	57.3527986812649	6.25021855169391
ADD3	73.738360710238	78.5739625883641	76.0322554344712	155.326131073906	194.815956565279	197.186556693914	6.24962084532755
THOP1	73.2525746069589	76.5349252310012	78.5436658691598	79.1037277057667	79.0332908049212	72.7680375023908	6.24942564332164
PDHA1	73.8684793672908	77.7299437125664	76.550204159118	57.9918071406916	67.8040186248072	69.9309087255851	6.24853995356051
MUM1	71.0148620157137	76.0322554344712	81.3727803688089	114.184830120555	119.645276706909	105.373113291986	6.24835438088228
